CGAC AGENCY CODE,FPDS DEPARTMENT ID,FREC,AGENCY NAME,AGENCY ABBREVIATION,REGISTERED IN BROKER,REGISTERED IN ASP,ORIGINAL SOURCE FOR CGAC or SubTier,SUBTIER CODE,SUBTIER NAME,SUBTIER ABBREVIATION,FREC DESCRIPTION,REGISTERED IN ASP,AGENCY NAME (ORIGINAL),SUBTIER NAME (ORIGINAL),MISSION,WEBSITE,ICON FILENAME,COMMENT
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
097,9700,DE00,Department of Defense,DOD,YES,YES,OMB File,97ZS,U.S. Special Operations Command,USSOCOM,Department of Defense,,DEPT OF DEFENSE,,,,,Still exists
