Master Broker List (Ross's List),,,,,,Matched Information Present in Broker Generated Agency Name and Code List,,
CGAC.AGENCY.CODE,SUBTIER.CODE,AGENCY.NAME,ORIGINAL.SOURCE.FOR.CGAC.or.SubTier,SUBTIER.NAME,listsource.x,awarding_agency_name,awarding_sub_tier_agency_n,listsource.y
97,1761,Department of Defense,NIST (2008),"U.S. Naval Forces, Europe",CompiledList,NA,NA,NA
97,1762,Department of Defense,NIST (2008),Chief of Naval Education and Training ,CompiledList,NA,NA,NA
97,1763,Department of Defense,OMB File,Naval Computer and Telecommunications Command,CompiledList,NA,NA,NA
97,1765,Department of Defense,NIST (2008),Naval Oceanography Command,CompiledList,NA,NA,NA
97,1769,Department of Defense,NIST (2008),Naval Security Group Command,CompiledList,NA,NA,NA
97,1770,Department of Defense,NIST (2008),"U.S. Pacific Fleet, Commander In Chief",CompiledList,NA,NA,NA
97,1772,Department of Defense,NIST (2008),Naval Reserve Force,CompiledList,NA,NA,NA
97,1774,Department of Defense,NIST (2008),Naval Special Warfare Command,CompiledList,NA,NA,NA
97,1776,Department of Defense,NIST (2008),Naval Education and Training Command ,CompiledList,NA,NA,NA
97,1791,Department of Defense,Historical USAspending data,Naval Air Warfare Center Aircraft,CompiledList,NA,NA,NA
97,1795,Department of Defense,Historical USAspending data,Department of the Navy,CompiledList,NA,NA,NA
97,17ZS,Department of Defense,NIST (2008),U.S. Special Operations Command (Navy),CompiledList,NA,NA,NA
97,1966,Department of Defense,OMB File,Army Corps of Engineers Civil Works,CompiledList,NA,NA,NA
97,2100,Department of Defense,OMB File,Department of the Army,CompiledList,Department of Defense (DOD),Department of the Army,BrokerGenerated
97,2100,Department of Defense,OMB File,Department of the Army,CompiledList,DEPARTMENT OF DEFENSE,Department of the Army,BrokerGenerated
97,2100,Department of Defense,OMB File,Department of the Army,CompiledList,Department of Defense (DOD),DEPT OF THE ARMY,BrokerGenerated
97,2100,Department of Defense,OMB File,Department of the Army,CompiledList,Department of Defense,2100: DEPT OF THE ARMY,BrokerGenerated
97,2130,Department of Defense,OMB File,National Guard Bureau,CompiledList,NA,NA,NA
97,2135,Department of Defense,OMB File,Department of Justice U.S. Marshals Service,CompiledList,NA,NA,NA
97,2145,Department of Defense,Historical USAspending data,XU HQ U.S. Army Fort Dix,CompiledList,NA,NA,NA
97,21AE,Department of Defense,NIST (2008),Acquisition Executive Support Command Agency ,CompiledList,NA,NA,NA
97,21AS,Department of Defense,NIST (2008),U.S. Army Intelligence and Security Command ,CompiledList,NA,NA,NA
97,21AT,Department of Defense,NIST (2008),U.S. Army Test and Evaluation Command,CompiledList,NA,NA,NA
97,21AU,Department of Defense,NIST (2008),U.S. Army Audit Agency,CompiledList,NA,NA,NA
97,21BA,Department of Defense,NIST (2008),U.S. Army Installation Management Agency ,CompiledList,NA,NA,NA
97,21CB,Department of Defense,NIST (2008),U.S. Army Criminal Investigation Command,CompiledList,NA,NA,NA
97,21CE,Department of Defense,OMB File,"U.S. Army Corps of Engineers, Except Civil Program Financing",CompiledList,NA,NA,NA
97,21CS,Department of Defense,NIST (2008),Immediate Office of the Chief of Staff of the Army,CompiledList,NA,NA,NA
97,21CZ,Department of Defense,NIST (2008),U.S. Army Information Systems Command,CompiledList,NA,NA,NA
97,2.10E+02,Department of Defense,NIST (2008),Immediate Office – Commander-In-Chief - U.S. Army Europe and 7th Army,CompiledList,NA,NA,NA
97,2.10E+03,Department of Defense,Historical USAspending data,21st Theater Army Area Command,CompiledList,NA,NA,NA
97,2.10E+04,Department of Defense,NIST (2008),U.S. Army Southern European Task Force,CompiledList,NA,NA,NA
97,2.10E+06,Department of Defense,NIST (2008),U.S. Army V Corps,CompiledList,NA,NA,NA
97,21EB,Department of Defense,NIST (2008),1st Personnel Command,CompiledList,NA,NA,NA
97,21ED,Department of Defense,NIST (2008),"U.S. Military Community Activity, Heidelberg ",CompiledList,NA,NA,NA
97,21EN,Department of Defense,NIST (2008),7th Army Training Command,CompiledList,NA,NA,NA
97,21EO,Department of Defense,NIST (2008),59th Ordnance Brigade,CompiledList,NA,NA,NA
97,21FC,Department of Defense,NIST (2008),U.S. Army Forces Command,CompiledList,NA,NA,NA
97,21FL,Department of Defense,NIST (2008),U.S. Army South Command,CompiledList,NA,NA,NA
97,21G6,Department of Defense,NIST (2008),U.S. Army Network Enterprise Technology Command/9th Army Signal Command,CompiledList,NA,NA,NA
97,21GB,Department of Defense,NIST (2008),Office of the Chief of the National Guard Bureau ,CompiledList,NA,NA,NA
97,21HR,Department of Defense,NIST (2008),U.S. Army Reserve Command,CompiledList,NA,NA,NA
97,21HS,Department of Defense,NIST (2008),U.S. Army Health Services Command ,CompiledList,NA,NA,NA
97,21J1,Department of Defense,NIST (2008),U.S. Army Element Shape,CompiledList,NA,NA,NA
97,21JA,Department of Defense,NIST (2008),Joint Activities,CompiledList,NA,NA,NA
97,21MA,Department of Defense,NIST (2008),U.S. Military Academy,CompiledList,NA,NA,NA
97,21MC,Department of Defense,NIST (2008),U.S. Army Medical Command ,CompiledList,NA,NA,NA
97,21MD,Department of Defense,NIST (2008),Surgeon General,CompiledList,NA,NA,NA
97,21MP,Department of Defense,NIST (2008),U.S. Army Human Resources Command,CompiledList,NA,NA,NA
97,21MT,Department of Defense,NIST (2008),Military Traffic Management Command,CompiledList,NA,NA,NA
97,21MW,Department of Defense,NIST (2008),U.S. Army Military District of Washington ,CompiledList,NA,NA,NA
97,21NG,Department of Defense,NIST (2008),Army National Guard Units (Title 32),CompiledList,NA,NA,NA
97,21P1,Department of Defense,NIST (2008),"U.S. Army, Pacific",CompiledList,NA,NA,NA
97,21P8,Department of Defense,NIST (2008),8th U.S. Army,CompiledList,NA,NA,NA
97,21PC,Department of Defense,NIST (2008),Military Entrance Processing Command ,CompiledList,NA,NA,NA
97,21RC,Department of Defense,NIST (2008),U.S. Army Recruiting Command ,CompiledList,NA,NA,NA
97,21SA,Department of Defense,NIST (2008),Office of the Secretary of the Army,CompiledList,NA,NA,NA
97,21SB,Department of Defense,NIST (2008),Field Operating Offices of the Office of the Secretary of the Army ,CompiledList,NA,NA,NA
97,21SC,Department of Defense,NIST (2008),U.S. Army Space and Strategic Defense Command,CompiledList,NA,NA,NA
97,21SE,Department of Defense,NIST (2008),Field Operating Agencies of the Army Staff Resourced Through OA-22,CompiledList,NA,NA,NA
97,21SF,Department of Defense,NIST (2008),Field Operating Agencies of the Army Staff,CompiledList,NA,NA,NA
97,21SJ,Department of Defense,NIST (2008),"Joint Services and Activities Supported by the Office, Secretary of the Army ",CompiledList,NA,NA,NA
97,21SP,Department of Defense,NIST (2008),U.S. Special Operation Command (Army),CompiledList,NA,NA,NA
97,21SS,Department of Defense,NIST (2008),"Staff Support Agencies of the Chief of Staff, Army ",CompiledList,NA,NA,NA
97,21SU,Department of Defense,NIST (2008),U.S. Army Southern Command,CompiledList,NA,NA,NA
97,21TC,Department of Defense,NIST (2008),U.S. Army Training and Doctrine Command ,CompiledList,NA,NA,NA
97,21X1,Department of Defense,NIST (2008),U.S. Army Materiel Command,CompiledList,NA,NA,NA
97,21X2,Department of Defense,NIST (2008),"Headquarters, Army Materiel Command",CompiledList,NA,NA,NA
97,21X3,Department of Defense,NIST (2008),"Headquarters, Staff Support Activities, AMC",CompiledList,NA,NA,NA
97,21X4,Department of Defense,NIST (2008),"Training Activities, AMC",CompiledList,NA,NA,NA
97,21X5,Department of Defense,NIST (2008),"U.S. Army Materiel Command, All Others",CompiledList,NA,NA,NA
97,21X6,Department of Defense,NIST (2008),U.S. Army Missile Command,CompiledList,NA,NA,NA
97,21X7,Department of Defense,NIST (2008),U.S. Army Tank-automotive. and Armaments Command,CompiledList,NA,NA,NA
97,21X8,Department of Defense,NIST (2008),U.S. Army Communications Electronics Command,CompiledList,NA,NA,NA
97,21X9,Department of Defense,NIST (2008),"U.S.A. Simulation, Training and Instrumentation Command ",CompiledList,NA,NA,NA
97,21XA,Department of Defense,NIST (2008),U.S. Army Chemical and Biological Defense Command ,CompiledList,NA,NA,NA
97,21XB,Department of Defense,NIST (2008),U.S. Army Chemical Materials Command,CompiledList,NA,NA,NA
97,21XC,Department of Defense,NIST (2008),U.S. Army Soldiers System Command,CompiledList,NA,NA,NA
97,21XD,Department of Defense,NIST (2008),U.S. Army Research Laboratory Command,CompiledList,NA,NA,NA
97,21XK,Department of Defense,NIST (2008),Materiel Acquisition Activities,CompiledList,NA,NA,NA
97,21XL,Department of Defense,NIST (2008),Materiel Acquisition Project Managers,CompiledList,NA,NA,NA
97,21XM,Department of Defense,Historical USAspending data,U.S. Army Test and Evaluation Command,CompiledList,NA,NA,NA
97,21XP,Department of Defense,NIST (2008),U.S. Army Security Assistance Command,CompiledList,NA,NA,NA
97,21XQ,Department of Defense,NIST (2008),U.S. Army Operations Support Command,CompiledList,NA,NA,NA
97,21XR,Department of Defense,NIST (2008),"U.S. Army Research, Development and Engineering Command ",CompiledList,NA,NA,NA
97,21XT,Department of Defense,NIST (2008),"U.S. Army Test, Measure, and Diagnostic Equip. Activity",CompiledList,NA,NA,NA
97,21XX,Department of Defense,NIST (2008),Materiel Readiness Activities,CompiledList,NA,NA,NA
97,2525,Department of Defense,OMB File,Army Corps of Engineers Civil Works,CompiledList,National Credit Union Administration,2525: ARMY CORPS OF ENGINEERS CIVIL WORKS,BrokerGenerated
97,5700,Department of Defense,OMB File,Department of the Air Force,CompiledList,Department of Defense (DOD),DEPT OF THE AIR FORCE,BrokerGenerated
97,5700,Department of Defense,OMB File,Department of the Air Force,CompiledList,Department of Defense (DOD),Department of the Air Force,BrokerGenerated
97,5700,Department of Defense,OMB File,Department of the Air Force,CompiledList,Department of Defense,5700: DEPT OF THE AIR FORCE,BrokerGenerated
97,5701,Department of Defense,NIST (2008),Air Force Management Engineering Agency ,CompiledList,NA,NA,NA
97,5702,Department of Defense,NIST (2008),Air Force Inspection and Safety Center,CompiledList,NA,NA,NA
97,5703,Department of Defense,NIST (2008),Air Force Operational Test and Evaluation Center ,CompiledList,NA,NA,NA
97,5704,Department of Defense,NIST (2008),Air Force Communications Agency,CompiledList,NA,NA,NA
97,5705,Department of Defense,NIST (2008),Air Force Intelligence Service,CompiledList,NA,NA,NA
97,5706,Department of Defense,NIST (2008),Air Force Audit Agency,CompiledList,NA,NA,NA
97,5707,Department of Defense,NIST (2008),Air Force Office of Special Investigations ,CompiledList,NA,NA,NA
97,5708,Department of Defense,NIST (2008),Air Force Office of Security Police,CompiledList,NA,NA,NA
97,5709,Department of Defense,NIST (2008),Air Force Personnel Center,CompiledList,NA,NA,NA
97,570B,Department of Defense,OMB File,U.S. Air Force Academy,CompiledList,NA,NA,NA
97,570D,Department of Defense,NIST (2008),"U.S. Air Forces, Europe",CompiledList,NA,NA,NA
97,570I,Department of Defense,NIST (2008),Air Reserve Personnel Center,CompiledList,NA,NA,NA
97,570J,Department of Defense,NIST (2008),Air Training Command,CompiledList,NA,NA,NA
97,570K,Department of Defense,NIST (2008),Air University,CompiledList,NA,NA,NA
97,570M,Department of Defense,NIST (2008),"Headquarters, Air Force Reserve",CompiledList,NA,NA,NA
97,570N,Department of Defense,OMB File,"Immediate Office, Headquarters, USAF",CompiledList,Department of Defense,"570N: IMMEDIATE OFFICE, HEADQUARTERS, USAF",BrokerGenerated
97,570R,Department of Defense,NIST (2008),Pacific Air Forces,CompiledList,NA,NA,NA
97,570U,Department of Defense,NIST (2008),Air Force Headquarters Air Intelligence Agency ,CompiledList,NA,NA,NA
97,570Y,Department of Defense,NIST (2008),Air Force Communications Command,CompiledList,NA,NA,NA
97,5710,Department of Defense,Historical USAspending data,Air Force Center for Quality and Management Innovation,CompiledList,NA,NA,NA
97,5711,Department of Defense,NIST (2008),Air Force Manpower Agency,CompiledList,NA,NA,NA
97,571A,Department of Defense,NIST (2008),"Air Force C2 and Intelligence, Surveillance, and Reconnaissance ",CompiledList,NA,NA,NA
97,571C,Department of Defense,OMB File,Air Combat Command,CompiledList,NA,NA,NA
97,571G,Department of Defense,OMB File,Air Force Logistics Management Agency,CompiledList,NA,NA,NA
97,571L,Department of Defense,NIST (2008),Air Mobility Command,CompiledList,NA,NA,NA
97,571M,Department of Defense,NIST (2008),Air Force Materiel Command,CompiledList,NA,NA,NA
97,571O,Department of Defense,NIST (2008),Air Force Center for Quality and Management Innovation ,CompiledList,NA,NA,NA
97,571P,Department of Defense,NIST (2008),Air Force Real Property Agency,CompiledList,NA,NA,NA
97,571Q,Department of Defense,NIST (2008),HQ AF Flight Standards Agency ,CompiledList,NA,NA,NA
97,571S,Department of Defense,NIST (2008),Space Command,CompiledList,NA,NA,NA
97,571W,Department of Defense,NIST (2008),Air Force Engineering and Services Center ,CompiledList,NA,NA,NA
97,5727,Department of Defense,NIST (2008),Air Force Agency for Modeling and Simulation,CompiledList,NA,NA,NA
97,5728,Department of Defense,NIST (2008),Air Force Communication and Information Center ,CompiledList,NA,NA,NA
97,5729,Department of Defense,NIST (2008),Air Force National Security Emergency Preparedness ,CompiledList,NA,NA,NA
97,572A,Department of Defense,NIST (2008),Air Force Cost Center,CompiledList,NA,NA,NA
97,572B,Department of Defense,NIST (2008),Air Force Doctrine Center,CompiledList,NA,NA,NA
97,572C,Department of Defense,NIST (2008),Air Force Civilian Personnel Management Center ,CompiledList,NA,NA,NA
97,572D,Department of Defense,NIST (2008),Air Force Personnel Operations Agency,CompiledList,NA,NA,NA
97,572E,Department of Defense,NIST (2008),Air Force Legal Services Center ,CompiledList,NA,NA,NA
97,572F,Department of Defense,NIST (2008),Air Force Medical Services Center,CompiledList,NA,NA,NA
97,572G,Department of Defense,NIST (2008),Air Force Service Information and News Center ,CompiledList,NA,NA,NA
97,572H,Department of Defense,NIST (2008),Air Force Combat Operations Staff,CompiledList,NA,NA,NA
97,572I,Department of Defense,NIST (2008),Air National Guard Support Center ,CompiledList,NA,NA,NA
97,572K,Department of Defense,NIST (2008),U.S. Air Force Historical Research Center ,CompiledList,NA,NA,NA
97,572L,Department of Defense,NIST (2008),Air Force Technical Applications Center ,CompiledList,NA,NA,NA
97,572M,Department of Defense,NIST (2008),Air Force Review Boards Office,CompiledList,NA,NA,NA
97,572N,Department of Defense,NIST (2008),Air Force Center for Studies and Analyses ,CompiledList,NA,NA,NA
97,572P,Department of Defense,NIST (2008),Air Force Center for International Programs ,CompiledList,NA,NA,NA
97,572Q,Department of Defense,NIST (2008),Air Weather Service,CompiledList,NA,NA,NA
97,572R,Department of Defense,NIST (2008),Air Force Program Executive Office ,CompiledList,NA,NA,NA
97,572S,Department of Defense,NIST (2008),HQ NORAD,CompiledList,NA,NA,NA
97,572T,Department of Defense,NIST (2008),Air Force Supply Center,CompiledList,NA,NA,NA
97,572U,Department of Defense,NIST (2008),"Air Force Morale, Welfare and Recreation Center ",CompiledList,NA,NA,NA
97,572V,Department of Defense,NIST (2008),Air Force Disposal Agency,CompiledList,NA,NA,NA
97,572W,Department of Defense,NIST (2008),Air Force District of Washington ,CompiledList,NA,NA,NA
97,572X,Department of Defense,NIST (2008),Air Force Real Estate Agency,CompiledList,NA,NA,NA
97,572Y,Department of Defense,NIST (2008),Air Force Pentagon Communications. Agency ,CompiledList,NA,NA,NA
97,572Z,Department of Defense,NIST (2008),HQ Air Force Medical Operations Agency,CompiledList,NA,NA,NA
97,5734,Department of Defense,NIST (2008),Air National Guard Units (Mobilization) (Title 5),CompiledList,NA,NA,NA
97,573C,Department of Defense,OMB File,"Air Force Elements, U.S. Central Command",CompiledList,NA,NA,NA
97,573D,Department of Defense,NIST (2008),"Air Force Elements, U.S. Special Operations Command",CompiledList,NA,NA,NA
97,573G,Department of Defense,NIST (2008),"Air Force Elements, Europe",CompiledList,NA,NA,NA
97,573I,Department of Defense,NIST (2008),"Reservist, Centrally Managed",CompiledList,NA,NA,NA
97,573K,Department of Defense,NIST (2008),HQ U.S. European Command,CompiledList,NA,NA,NA
97,573L,Department of Defense,NIST (2008),Center for Air Force History,CompiledList,NA,NA,NA
97,573M,Department of Defense,NIST (2008),"Air Force Elements, U.S. Southern Command ",CompiledList,NA,NA,NA
97,573N,Department of Defense,NIST (2008),"Air Force Elements, U.S. Atlantic Command ",CompiledList,NA,NA,NA
97,573O,Department of Defense,NIST (2008),"Air Force Elements, U.S. Pacific Command ",CompiledList,NA,NA,NA
97,573Q,Department of Defense,NIST (2008),"Air Force Elements, U.S. Strategic Command ",CompiledList,NA,NA,NA
97,573R,Department of Defense,NIST (2008),"Air Force Elements, U.S. Readiness Command ",CompiledList,NA,NA,NA
97,573S,Department of Defense,NIST (2008),"Headquarters, U.S. Space Command and Norad ",CompiledList,NA,NA,NA
97,573T,Department of Defense,NIST (2008),Air Force Elements U.S. Transportation Command ,CompiledList,NA,NA,NA
97,573V,Department of Defense,NIST (2008),"Air Force Elements, Other Than Europe",CompiledList,NA,NA,NA
97,573W,Department of Defense,NIST (2008),Air Force Center for Environmental Excellence ,CompiledList,NA,NA,NA
97,573Y,Department of Defense,NIST (2008),Air Force Frequency Management Center,CompiledList,NA,NA,NA
97,573Z,Department of Defense,NIST (2008),"Joint Services Survival, Evasion, Resistance and Escape Agency ",CompiledList,NA,NA,NA
97,574Z,Department of Defense,OMB File,Air National Guard,CompiledList,NA,NA,NA
97,57NG,Department of Defense,OMB File,Air National Guard Units (Title 32),CompiledList,NA,NA,NA
97,57ZG,Department of Defense,NIST (2008),U.S. Special Operations Command (ANG Title 32),CompiledList,NA,NA,NA
97,57ZS,Department of Defense,NIST (2008),U.S. Special Operations Command (Air Force),CompiledList,NA,NA,NA
97,96CE,Department of Defense,OMB File,U.S. Army Corps of Engineers - Civil Program Financing Only,CompiledList,Department of Defense (DOD),U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY,BrokerGenerated
97,96CE,Department of Defense,OMB File,U.S. Army Corps of Engineers - Civil Program Financing Only,CompiledList,Department of Defense,96CE: U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY,BrokerGenerated
97,9700,Department of Defense,OMB File,Department of Defense,CompiledList,Department of Defense,9700: DEPT OF DEFENSE,BrokerGenerated
97,9700,Department of Defense,OMB File,Department of Defense,CompiledList,Department of Defense (DOD),DEPT OF DEFENSE,BrokerGenerated
97,9700,Department of Defense,OMB File,Department of Defense,CompiledList,Department of Defense,DEPARTMENT OF DEFENSE,BrokerGenerated
97,9700,Department of Defense,OMB File,Department of Defense,CompiledList,Department of Defense (DOD),Department of Defense,BrokerGenerated
97,9736,Department of Defense,NIST (2008),Army/Air Force Exchange Service ,CompiledList,NA,NA,NA
97,9748,Department of Defense,OMB File,Defense Human Resources Activity,CompiledList,Department of Defense (DOD),Defense Human Resources Activity,BrokerGenerated
97,9748,Department of Defense,OMB File,Defense Human Resources Activity,CompiledList,Department of Defense,9748: DEFENSE HUMAN RESOURCES ACTIVITY,BrokerGenerated
97,9750,Department of Defense,Historical USAspending data,USD(A And T) Defense Support Activity,CompiledList,NA,NA,NA
97,9758,Department of Defense,NIST (2008),Defense Prisoner of War/Missing Personnel Office ,CompiledList,NA,NA,NA
97,9759,Department of Defense,NIST (2008),Consolidated Metropolitan Technical Personnel Center ,CompiledList,NA,NA,NA
97,9760,Department of Defense,NIST (2008),Tricare Management Activity,CompiledList,NA,NA,NA
97,9761,Department of Defense,OMB File,Defense Threat Reduction Agency,CompiledList,Department of Defense (DOD),Defense Threat Reduction Agency (DTRA),BrokerGenerated
97,9761,Department of Defense,OMB File,Defense Threat Reduction Agency,CompiledList,Department of Defense,9761: DEFENSE THREAT REDUCTION AGENCY (DTRA),BrokerGenerated
97,9761,Department of Defense,OMB File,Defense Threat Reduction Agency,CompiledList,Department of Defense (DOD),Defense Threat Reduction Agency,BrokerGenerated
97,9761,Department of Defense,OMB File,Defense Threat Reduction Agency,CompiledList,DEPARTMENT OF DEFENSE,Defense Threat Reduction Agency,BrokerGenerated
97,9762,Department of Defense,NIST (2008),Defense Career Management and Support Agency ,CompiledList,NA,NA,NA
97,9763,Department of Defense,OMB File,Defense Contract Management Agency,CompiledList,DEPARTMENT OF DEFENSE,Defense Contract Management Agency,BrokerGenerated
97,9763,Department of Defense,OMB File,Defense Contract Management Agency,CompiledList,Department of Defense,9763: DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),BrokerGenerated
97,9763,Department of Defense,OMB File,Defense Contract Management Agency,CompiledList,Department of Defense (DOD),DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),BrokerGenerated
97,9765,Department of Defense,NIST (2008),Pentagon Force Protection Agency,CompiledList,NA,NA,NA
97,9766,Department of Defense,NIST (2008),Department of Defense Counterintelligence Field Activity ,CompiledList,NA,NA,NA
97,9767,Department of Defense,NIST (2008),Unified Combatant Command Headquarters,CompiledList,NA,NA,NA
97,9769,Department of Defense,NIST (2008),National Defense University,CompiledList,NA,NA,NA
97,9770,Department of Defense,NIST (2008),Armed Forces Radiobiology Research Institute ,CompiledList,NA,NA,NA
97,9771,Department of Defense,OMB File,Defense Microelectronics Activity,CompiledList,Department of Defense (DOD),DEFENSE MICROELECTRONICS ACTIVITY (DMEA),BrokerGenerated
97,9772,Department of Defense,NIST (2008),Pentagon Renovation Program Office ,CompiledList,NA,NA,NA
97,9773,Department of Defense,OMB File,Virginia Contracting Agency,CompiledList,Department of Defense,9773: VIRGINIA CONTRACTING AGENCY,BrokerGenerated
97,9774,Department of Defense,NIST (2008),Defense Technical Information Center,CompiledList,NA,NA,NA
97,9776,Department of Defense,OMB File,USTRANSCOM,CompiledList,Department of Defense (DOD),USTRANSCOM,BrokerGenerated
97,9777,Department of Defense,OMB File,Business Transformation Agency,CompiledList,NA,NA,NA
97,97AB,Department of Defense,OMB File,National Geospatial-Intelligence Agency,CompiledList,Department of Defense (DOD),NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY (NGA),BrokerGenerated
97,97AB,Department of Defense,OMB File,National Geospatial-Intelligence Agency,CompiledList,Department of Defense,97AB: NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY (NGA),BrokerGenerated
97,97AD,Department of Defense,OMB File,Immediate Office of the Secretary of Defense,CompiledList,Department of Defense (DOD),IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,BrokerGenerated
97,97AE,Department of Defense,OMB File,Defense Advanced Research Projects Agency,CompiledList,DEPARTMENT OF DEFENSE,Defense Advanced Research Projects Agency,BrokerGenerated
97,97AE,Department of Defense,OMB File,Defense Advanced Research Projects Agency,CompiledList,Department of Defense (DOD),Defense Advanced Research Projects Agency,BrokerGenerated
97,97AE,Department of Defense,OMB File,Defense Advanced Research Projects Agency,CompiledList,Department of Defense (DOD),DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),BrokerGenerated
97,97AE,Department of Defense,OMB File,Defense Advanced Research Projects Agency,CompiledList,Department of Defense,97AE: DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),BrokerGenerated
97,97AK,Department of Defense,OMB File,Defense Information Systems Agency,CompiledList,Department of Defense,97AK: DEFENSE INFORMATION SYSTEMS AGENCY (DISA),BrokerGenerated
97,97AK,Department of Defense,OMB File,Defense Information Systems Agency,CompiledList,Department of Defense (DOD),DEFENSE INFORMATION SYSTEMS AGENCY (DISA),BrokerGenerated
97,97AQ,Department of Defense,NIST (2008),Defense Legal Services Agency ,CompiledList,NA,NA,NA
97,97AR,Department of Defense,OMB File,Defense Contract Audit Agency,CompiledList,Department of Defense (DOD),DEFENSE CONTRACT AUDIT AGENCY,BrokerGenerated
97,97AR,Department of Defense,OMB File,Defense Contract Audit Agency,CompiledList,Department of Defense,97AR: DEFENSE CONTRACT AUDIT AGENCY,BrokerGenerated
97,97AS,Department of Defense,OMB File,Defense Logistics Agency,CompiledList,Department of Defense (DOD),Defense Logistics Agency,BrokerGenerated
97,97AS,Department of Defense,OMB File,Defense Logistics Agency,CompiledList,Department of Defense,97AS: DEFENSE LOGISTICS AGENCY,BrokerGenerated
97,97AT,Department of Defense,OMB File,Defense Security Cooperation Agency,CompiledList,Department of Defense,97AT: DEFENSE SECURITY COOPERATION AGENCY,BrokerGenerated
97,97AT,Department of Defense,OMB File,Defense Security Cooperation Agency,CompiledList,Department of Defense (DOD),DEFENSE SECURITY COOPERATION AGENCY,BrokerGenerated
97,97AU,Department of Defense,NIST (2008),Defense Technology Security Administration ,CompiledList,NA,NA,NA
97,97AV,Department of Defense,OMB File,Defense Security Service,CompiledList,Department of Defense,97AV: DEFENSE SECURITY SERVICE,BrokerGenerated
97,97AV,Department of Defense,OMB File,Defense Security Service,CompiledList,Department of Defense (DOD),DEFENSE SECURITY SERVICE,BrokerGenerated
97,97AZ,Department of Defense,OMB File,Defense Commissary Agency,CompiledList,Department of Defense (DOD),DEFENSE COMMISSARY AGENCY  (DECA),BrokerGenerated
97,97BJ,Department of Defense,NIST (2008),Organization of the Joint Chiefs of Staff ,CompiledList,NA,NA,NA
97,97BZ,Department of Defense,OMB File,Defense Finance and Accounting Service,CompiledList,Department of Defense (DOD),DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS),BrokerGenerated
97,97BZ,Department of Defense,OMB File,Defense Finance and Accounting Service,CompiledList,Department of Defense,97BZ: DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS),BrokerGenerated
97,97CG,Department of Defense,OMB File,National Security Agency/Central Security Service,CompiledList,Department of Defense,97CG: NATIONAL SECURITY AGENCY/CENTRAL SECURITY SERVICE,BrokerGenerated
97,97CG,Department of Defense,OMB File,National Security Agency/Central Security Service,CompiledList,Department of Defense (DOD),NATIONAL SECURITY AGENCY/CENTRAL SECURITY SERVICE,BrokerGenerated
97,97DH,Department of Defense,OMB File,Defense Health Agency,CompiledList,Department of Defense,97DH: DEFENSE HEALTH AGENCY (DHA),BrokerGenerated
97,97DH,Department of Defense,OMB File,Defense Health Agency,CompiledList,Department of Defense (DOD),DEFENSE HEALTH AGENCY (DHA),BrokerGenerated
97,97DL,Department of Defense,NIST (2008),Defense Intelligence Agency,CompiledList,Department of Defense (DOD),DEFENSE INTELLIGENCE AGENCY,BrokerGenerated
97,97DL,Department of Defense,NIST (2008),Defense Intelligence Agency,CompiledList,Department of Defense,97DL: DEFENSE INTELLIGENCE AGENCY,BrokerGenerated
97,97EX,Department of Defense,OMB File,Office of the Inspector General,CompiledList,Department of Defense,"97EX: INSPECTOR GENERAL, OFFICE OF",BrokerGenerated
97,97EX,Department of Defense,OMB File,Office of the Inspector General,CompiledList,Department of Defense (DOD),"INSPECTOR GENERAL, OFFICE OF",BrokerGenerated
97,97F1,Department of Defense,OMB File,Defense Media Activity,CompiledList,Department of Defense (DOD),DEFENSE MEDIA ACTIVITY (DMA),BrokerGenerated
97,97F1,Department of Defense,OMB File,Defense Media Activity,CompiledList,Department of Defense,97F1: DEFENSE MEDIA ACTIVITY (DMA),BrokerGenerated
97,97F2,Department of Defense,OMB File,Department of Defense Education Activity,CompiledList,Department of Defense (DOD),DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA),BrokerGenerated
97,97F2,Department of Defense,OMB File,Department of Defense Education Activity,CompiledList,Department of Defense,97F2: DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA),BrokerGenerated
97,97F3,Department of Defense,Historical USAspending data,Office of the Civilian Health and Medical Program,CompiledList,NA,NA,NA
97,97F4,Department of Defense,Historical USAspending data,Defense Medical Programs Activity,CompiledList,NA,NA,NA
97,97F5,Department of Defense,OMB File,Washington Headquarters Services,CompiledList,Department of Defense,97F5: WASHINGTON HEADQUARTERS SERVICES (WHS),BrokerGenerated
97,97F5,Department of Defense,OMB File,Washington Headquarters Services,CompiledList,Department of Defense (DOD),WASHINGTON HEADQUARTERS SERVICES (WHS),BrokerGenerated
