PSC CODE,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INICLUDES
L078,TECH REP SVCS/RECREATIONAL EQ,10/1/91,9/30/11,Technical Representation Services: Recreational and Athletic Equipment,,,
L079,TECHNICAL REPRESENTATIVE- CLEANING EQUIPMENT AND SUPPLIES,10/1/11,,Technical Representation Services: Cleaning Equipment and Supplies,,,
L080,"TECHNICAL REPRESENTATIVE- BRUSHES, PAINTS, SEALERS, AND ADHESIVES",10/1/11,,"Technical Representation Services: Brushes, Paints, Sealers, and Adhesives",,,
L081,"TECHNICAL REPRESENTATIVE- CONTAINERS, PACKAGING, AND PACKING SUPPLIES",10/1/11,,"Technical Representation Services: Containers, Packaging, and Packing Supplies",,,
L083,TECH REP SVCS/TEXTILES-LEATHER-FURS,10/1/91,9/30/11,"Technical Representation Services: Textiles, Leather, Furs, Apparel and Shoe Findings, Tents and Flags",,,
L084,TECH REP SVCS/CLOTHING - INDIVID EQ,10/1/91,9/30/11,"Technical Representation Services: Clothing, Individual Equipment, and Insignia",,,
L085,TECHNICAL REPRESENTATIVE- TOILETRIES,10/1/11,,Technical Representation Services: Toiletries,,,
L087,TECHNICAL REPRESENTATIVE- AGRICULTURAL SUPPLIES,10/1/11,,Technical Representation Services: Agricultural Supplies,,,
L088,TECHNICAL REPRESENTATIVE- LIVE ANIMALS,10/1/11,,Technical Representation Services: Live Animals,,,
L089,TECH REP SVCS/SUBSISTENCE,2/15/83,9/30/11,Technical Representation Services: Subsistence,,,
L091,TECH REP SVCS/FUELS-LUBRICANTS-OILS,10/1/91,9/30/11,"Technical Representation Services: Fuels, Lubricants, Oils, and Waxes",,,
L093,TECH REP SVCS/NONMETALIC FAB MAT,10/1/91,9/30/11,Technical Representation Services: Nonmetallic Fabricated Materials,,,
L094,TECHNICAL REPRESENTATIVE- NONMETALLIC CRUDE MATERIALS,10/1/11,,Technical Representation Services: Nonmetallic Crude Materials,,,
L095,"TECHNICAL REPRESENTATIVE- METAL BARS, SHEETS, AND SHAPES",10/1/11,,"Technical Representation Services: Metal Bars, Sheets, and Shapes",,,
L096,"TECHNICAL REPRESENTATIVE- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS",10/1/11,,"Technical Representation Services: Ores, Minerals, and Their Primary Products",,,
L099,TECHNICAL REPRESENTATIVE- MISCELLANEOUS,10/1/11,,Technical Representation Services: Miscellaneous,,,
M,OPERATION OF GOVT OWNED FACILITY,10/1/79,,,,,
M1,OPERATE GOVT OWNED BUILDINGS,10/1/79,,,,,
M111,OPERATION OF OFFICE BUILDINGS,10/15/78,9/30/11,Operation of Office Buildings,,,
M112,OPER OF GOVT CONF SPACE & FAC,10/1/91,9/30/11,Operation of Conference Space and Facilities,,,
M119,OPER OF GOVT OTHER ADMIN-SVC BLDGS,10/15/78,9/30/11,Operation of Other Administrative Facilities and Service Buildings,,,
M121,OPER OF GOVT AIR TRAFFIC TOWERS,6/15/82,9/30/11,Operation of Air Traffic Control Towers,,,
M122,OPER OF GOVT AIR TRAFFIC TNG FAC,10/15/78,9/30/11,Operation of Air Traffic Control Training Facilities,,,
M123,OPER OF GOVT RADAR & NAV FACILITY,10/15/78,9/30/11,Operation of Radar and Navigational Facilities,,,
M124,OPERATION OF AIRPORT RUNWAYS,10/15/78,9/30/11,Operation of Airport Runways,,,
M125,OPERATION OF AIRPORT TERMINALS,10/15/78,9/30/11,Operation of Airport Terminals,,,
M126,OPER OF GOVT MISSILE SYSTEMS FAC,10/15/78,9/30/11,Operation of Missile System Facilities,,,
M127,OPER OF GOVT ELCT & COMM SYS FAC,10/15/78,9/30/11,Operation of Electronic and Communications Facilities,,,
M129,OPER OF GOVT OTHER AIRFIELD STRUCT,11/15/78,9/30/11,Operation of Other Airfield Structures,,,
M131,OPERATION OF SCHOOLS,11/15/81,9/30/11,Operation of Schools,,,
M139,OPER OF GOVT OTHER EDUCATIONAL BLDG,10/15/78,9/30/11,Operation of Other Educational Buildings,,,
M141,OPER OF GOVT HOSPITALS & INFIRMARY,9/15/83,9/30/11,Operation of Hospitals and Infirmaries,,,
M142,OPER OF GOVT LABS & CLINICS,10/15/78,9/30/11,Operation of Laboratories and Clinics,,,
M149,OPER OF GOVT OTHER HOSPITAL BLDGS,10/1/91,9/30/11,Operation of Other Hospital Buildings,,,
M151,OPERATION OF AMMUNITION FACILITIES,10/15/78,9/30/11,Operation of Ammunition Facilities,,,
M152,OPERATION OF MAINTENANCE BUILDINGS,10/15/78,9/30/11,Operation of Maintenance Buildings,,,
M153,OPERATION OF PRODUCTION BUILDINGS,12/15/78,9/30/11,Operation of Production Buildings,,,
M154,OPER OF GOVT SHIP CONST-REP FAC,1/15/79,9/30/11,Operation of Ship Construction and Repair Facilities,,,
M155,OPER OF GOVT TANK AUTOMOTIVE FAC,5/15/81,9/30/11,Operation of Tank Automotive Facilities,,,
M159,OPER OF GOVT OTHER INDUSTRIAL BLDG,1/15/79,9/30/11,Operation of Other Industrial Buildings,,,
M161,OPER OF GOVT FAMILY HOUSING,10/15/78,9/30/11,Operation of Family Housing Facilities,,,
M162,OPERATION OF RECREATIONAL BUILDINGS,10/15/85,9/30/11,Operation of Recreational Buildings,,,
M163,OPER OF GOVT TROOP HOUSING,10/15/87,9/30/11,Operation of Troop Housing Facilities,,,
M164,OPERATION OF DINING FACILITIES,10/15/80,9/30/11,Operation of Dining Facilities,,,
M165,OPERATION OF RELIGIOUS FACILITIES,10/1/91,9/30/11,Operation of Religious Facilities,,,
M166,OPERATION OF PENAL FACILITIES,10/1/91,9/30/11,Operation of Penal Facilities,,,
M169,OPER OF GOVT OTHER RESIDENTIAL BLDG,10/1/91,9/30/11,Operation of Other Residential Buildings,,,
M171,OPER OF GOVT AMMO STORAGE BLDGS,10/15/78,9/30/11,Operation of Ammunition Storage Buildings,,,
M172,OPER OF GOVT FOOD STORAGE BLDGS,11/15/82,9/30/11,Operation of Food or Grain Storage Buildings,,,
M173,OPERATION OF FUEL STORAGE BUILDINGS,10/15/78,9/30/11,Operation of Fuel Storage Buildings,,,
M174,OPER OF GOVT OPEN STORAGE FAC,3/15/85,9/30/11,Operation of Open Storage Facilities,,,
M179,OPER OF GOVT OTHER WAREHOUSE BLDGS,12/15/78,9/30/11,Operation of Other Warehouse Buildings,,,
M181,OPER OF GOVT R&D GOCO FACILITIES,11/15/78,9/30/11,Operation of Government-Owned Contractor-Operated (GOCO) R&D Facilities,,,
M182,OPER OF GOVT R&D GOGO FACILITIES,11/15/78,9/30/11,Operation of Government-Owned Government-Operated (GOGO) R&D Facilities,,,
M183,OPER OF GOVT R&D GOCO ENVIR LABS,10/1/91,9/30/11,Operation of GOCO Environmental Laboratories,,,
M184,OPER OF GOVT R&D GOGO ENVIR LABS,10/1/91,9/30/11,Operation of GOGO Environmental Laboratories,,,
M191,OPER OF GOVT EXHIBITION BUILDINGS,6/15/85,9/30/11,Operation of Museums and Exhibition Buildings,,,
M192,OPER OF GOVT TEST BUILDINGS,10/15/78,9/30/11,Operation of Testing and Measurement Buildings,,,
M199,OPER OF GOVT MISC BLDGS,10/15/78,9/30/11,Operation of Miscellaneous Buildings,,,
M1AA,OPERATION OF OFFICE BUILDINGS,10/1/11,,,,,
M1AB,OPERATION OF CONFERENCE SPACE AND FACILITIES,10/1/11,,,,,
M1AZ,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,10/1/11,,,,,
M1BA,OPERATION OF AIR TRAFFIC CONTROL TOWERS,10/1/11,,,,,
M1BB,OPERATION OF AIR TRAFFIC CONTROL TRAINING FACILITIES,10/1/11,,,,,
M1BC,OPERATION OF RADAR AND NAVIGATIONAL FACILITIES,10/1/11,,,,,
M1BD,OPERATION OF AIRPORT RUNWAYS AND TAXIWAYS,10/1/11,,,,,
M1BE,OPERATION OF AIRPORT TERMINALS,10/1/11,,,,,
M1BF,OPERATION OF MISSILE SYSTEM FACILITIES,10/1/11,,,,,
M1BG,OPERATION OF ELECTRONIC AND COMMUNICATIONS FACILITIES,10/1/11,,,,,
M1BZ,OPERATION OF OTHER AIRFIELD STRUCTURES,10/1/11,,,,,
M1CA,OPERATION OF SCHOOLS,10/1/11,,,,,
M1CZ,OPERATION OF OTHER EDUCATIONAL BUILDINGS,10/1/11,,,,,
M1DA,OPERATION OF HOSPITALS AND INFIRMARIES,10/1/11,,,,,
M1DB,OPERATION OF LABORATORIES AND CLINICS,10/1/11,,,,,
M1DZ,OPERATION OF OTHER HOSPITAL BUILDINGS,10/1/11,,,,,
M1EA,OPERATION OF AMMUNITION FACILITIES,10/1/11,,,,,
M1EB,OPERATION OF MAINTENANCE BUILDINGS,10/1/11,,,,,
M1EC,OPERATION OF PRODUCTION BUILDINGS,10/1/11,,,,,
M1ED,OPERATION OF SHIP CONSTRUCTION AND REPAIR FACILITIES,10/1/11,,,,,
M1EE,OPERATION OF TANK AUTOMOTIVE FACILITIES,10/1/11,,,,,
M1EZ,OPERATION OF OTHER INDUSTRIAL BUILDINGS,10/1/11,,,,,
M1FA,OPERATION OF FAMILY HOUSING FACILITIES,10/1/11,,,,,
M1FB,OPERATION OF RECREATIONAL BUILDINGS,10/1/11,,,,,
M1FC,OPERATION OF TROOP HOUSING FACILITIES,10/1/11,,,,,
M1FD,OPERATION OF DINING FACILITIES,10/1/11,,,,,
M1FE,OPERATION OF RELIGIOUS FACILITIES,10/1/11,,,,,
M1FF,OPERATION OF PENAL FACILITIES,10/1/11,,,,,
M1FZ,OPERATION OF OTHER RESIDENTIAL BUILDINGS,10/1/11,,,,,
M1GA,OPERATION OF AMMUNITION STORAGE BUILDINGS,10/1/11,,,,,
M1GB,OPERATION OF FOOD OR GRAIN STORAGE BUILDINGS,10/1/11,,,,,
M1GC,OPERATION OF FUEL STORAGE BUILDINGS,10/1/11,,,,,
M1GD,OPERATION OF OPEN STORAGE FACILITIES,10/1/11,,,,,
M1GZ,OPERATION OF OTHER WAREHOUSE BUILDINGS,10/1/11,,,,,
M1HA,OPERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES,10/1/11,,,,,
M1HB,OPERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES,10/1/11,,,,,
M1HC,OPERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES,10/1/11,,,,,
M1HZ,OPERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES,10/1/11,,,,,
M1JA,OPERATION OF MUSEUMS AND EXHIBITION BUILDINGS,10/1/11,,,,,
M1JB,OPERATION OF TESTING AND MEASUREMENT BUILDINGS,10/1/11,,,,,
M1JZ,OPERATION OF MISCELLANEOUS BUILDINGS,10/1/11,,,,,
M1KA,OPERATION OF DAMS,10/1/11,,,,,
M1KB,OPERATION OF CANALS,10/1/11,,,,,
M1KC,OPERATION OF MINE FIRE CONTROL FACILITIES,10/1/11,,,,,
M1KD,OPERATION OF MINE SUBSIDENCE CONTROL FACILITIES,10/1/11,,,,,
M1KE,OPERATION OF SURFACE MINE RECLAMATION FACILITIES,10/1/11,,,,,
M1KF,OPERATION OF DREDGING FACILITIES,10/1/11,,,,,
M1KZ,OPERATION OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES,10/1/11,,,,,
M1LA,OPERATION OF AIRPORT SERVICE ROADS,10/1/11,,,,,
M1LB,"OPERATION OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS",10/1/11,,,,,RESURFACING
M1LC,OPERATION OF TUNNELS AND SUBSURFACE STRUCTURES,10/1/11,,,,,
M1LZ,OPERATION OF PARKING FACILITIES,10/1/11,,,,,
M1MA,OPERATION OF EPG FACILITIES - COAL,10/1/11,,,,,
M1MB,OPERATION OF EPG FACILITIES - GAS,10/1/11,,,,,
M1MC,OPERATION OF EPG FACILITIES - GEOTHERMAL,10/1/11,,,,,
M1MD,OPERATION OF EPG FACILITIES - HYDRO,10/1/11,,,,,
M1ME,OPERATION OF EPG FACILITIES - NUCLEAR,10/1/11,,,,,
M1MF,OPERATION OF EPG FACILITIES - PETROLEUM,10/1/11,,,,,
M1MG,OPERATION OF EPG FACILITIES - SOLAR,10/1/11,,,,,
M1MH,OPERATION OF EPG FACILITIES - WIND,10/1/11,,,,,
M1MZ,"OPERATION OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION",10/1/11,,,,,
M1NA,OPERATION OF FUEL SUPPLY FACILITIES,10/1/11,,,,,
M1NB,OPERATION OF HEATING AND COOLING PLANTS,10/1/11,,,,,
M1NC,OPERATION OF POLLUTION ABATEMENT AND CONTROL FACILITIES,10/1/11,,,,,
M1ND,OPERATION OF SEWAGE AND WASTE FACILITIES,10/1/11,,,,,
M1NE,OPERATION OF WATER SUPPLY FACILITIES,10/1/11,,,,,
M1NZ,OPERATION OF OTHER UTILITIES,10/1/11,,,,,
M1PA,OPERATION OF RECREATION FACILITIES (NON-BUILDING),10/1/11,,,,,
M1PB,OPERATION OF EXHIBIT DESIGN (NON-BUILDING),10/1/11,,,,,
M1PC,OPERATION OF UNIMPROVED REAL PROPERTY (LAND),10/1/11,,,,,
M1PD,OPERATION OF WASTE TREATMENT AND STORAGE FACILITIES,10/1/11,,,,,
M1PZ,OPERATION OF OTHER NON-BUILDING FACILITIES,10/1/11,,,,,
M1QA,OPERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),10/1/11,,,,,"ALL ACTIONS NECESSARY TO RESTORE, REHABILITATE, OR RECLAIM PROPERTY"
M2,OPERATE GOV OWNED NONBUILDING FACIL,10/1/79,,,,,
M211,OPERATION OF DAMS,11/15/83,9/30/11,Operation of Dams,,,
M212,OPERATION OF CANALS,10/1/91,9/30/11,Operation of Canals,,,
M213,OPER OF GOVT MINE FIRE CONT,10/1/91,9/30/11,Operation of Mine Fire Control Facilities,,,
M214,OPER OF GOVT MINE SUBSIDENCE CONTR,10/1/91,9/30/11,Operation of Mine Subsidence Control Facilities,,,
M215,OPER OF GOVT SURFACE MINE RECLAM,10/1/91,9/30/11,Operation of Surface Mine Reclamation Facilities,,,
M216,OPERATION OF DREDGING,10/1/91,9/30/11,Operation of Dredging,,,
M219,OPER OF GOVT OTHER CONSV STRUCTURE,11/15/83,9/30/11,Operation of Other Conservation and Development Facilities,,,
M221,OPERATION OF AIRPORT SERVICE ROADS,9/15/80,9/30/11,Operation of Airport Service Roads,,,
M222,OPER OF GOVT HWYS-RDS-STS-BRDGS-RAI,9/15/79,9/30/11,"Operation of Highways, Roads, Streets, Bridges, and Railways (includes resurfacing)",,,
M223,OPER OF GOVT TUNNELS-SUBSURF STRUC,10/1/91,9/30/11,Operation of Tunnels and Subsurface Structures,,,
M224,OPER OF GOVT PARKING FACILITIES,10/1/91,9/30/11,Operation of Parking Facilities Conservation,,,
M231,OPERATION OF EPG FACILITIES - COAL,10/1/91,9/30/11,Operation of EPG Facilities - Coal,,,
M232,OPERATION OF EPG FACILITIES - GAS,10/1/91,9/30/11,Operation of EPG Facilities - Gas,,,
M233,OPER OF GOVT EPG - GEOTHERMAL,10/1/91,9/30/11,Operation of EPG Facilities - Geothermal,,,
M234,OPERATION OF EPG FACILITIES - HYDRO,10/1/91,9/30/11,Operation of EPG Facilities - Hydro,,,
M235,OPER OF GOVT EPG - NUCLEAR,10/1/91,9/30/11,Operation of EPG Facilities - Nuclear,,,
M236,OPER OF GOVT EPG - PETROLEUM,10/1/91,9/30/11,Operation of EPG Facilities - Petroleum,,,
M237,OPERATION OF EPG FACILITIES - SOLAR,10/1/91,9/30/11,Operation of EPG Facilities - Solar,,,
M239,OPER OF GOVT EPG - OTHER,3/15/86,9/30/11,"Operation of EPG Facilities - Other, Including Transmission",,,
M241,OPERATION OF FUEL SUPPLY FACILITIES,10/15/78,9/30/11,Operation of Fuel Supply Facilities,,,
M242,OPER OF GOVT HEATING & COOL PLANTS,10/15/78,9/30/11,Operation of Heating and Cooling Plants,,,
M243,OPER OF GOVT POLLUTION ABATEMENT,10/1/91,9/30/11,Operation of Pollution Abatement and Control Facilities,,,
M244,OPER OF GOVT SEWAGE & WASTE,10/15/78,9/30/11,Operation of Sewage and Waste Facilities,,,
M245,OPER OF GOVT WATER SUPPLY,9/15/79,9/30/11,Operation of Water Supply Facilities,,,
M249,OPERATION OF OTHER UTILITIES,10/15/78,9/30/11,Operation of Other Utilities,,,
M291,OPER OF GOVT RECREA NON-BLDG STRUC,5/15/87,9/30/11,Operation of Recreation Facilities (Non-Building),,,
M292,OPER OF GOVT EXHIBIT (NON BLDG),10/1/91,9/30/11,Operation of Exhibit Design (Non-Building),,,
M293,OPER OF GOVT UNIMPROVED REAL PROP,10/15/87,9/30/11,Operation of Unimproved Real Property (Land),,,
M294,OPER OF GOVT WASTE TRMT-STORE FAC,10/1/91,9/30/11,Operation of Waste Treatment and Storage Facilities,,,
M299,OPER OF GOVT ALL OTH NON-BLDG FACS,10/15/78,9/30/11,Operation of Other Non-Building Facilities,,,
M3,OPERATE RESTORATION ACTIVITIES,10/1/79,,,,,
M300,OPER OF GOVT RESTORATION,10/1/91,9/30/11,"Operation of Restoration of real property (public or private). All actions necessary to restore, rehabilitate, or reclaim property.",,,
N,INSTALLATION OF EQUIPMENT,10/1/79,,,,,
N0,INSTALLATION OF EQUIPMENT,10/1/79,,,,,
N010,INSTALLATION OF EQUIPMENT- WEAPONS,10/1/11,,Installation of Equipment: Weapons,,,
N011,INSTALLATION OF EQUIPMENT- NUCLEAR ORDNANCE,10/1/11,,Installation of Equipment: Nuclear Ordnance,,,
N012,INSTALLATION OF EQUIPMENT- FIRE CONTROL EQUIPMENT,10/1/11,,Installation of Equipment: Fire Control Equipment,,,
N013,INSTALLATION OF EQUIPMENT- AMMUNITION AND EXPLOSIVES,10/1/11,,Installation of Equipment: Ammunition and Explosives,,,
N014,INSTALLATION OF EQUIPMENT- GUIDED MISSILES,10/1/11,,Installation of Equipment: Guided Missiles,,,
N015,INSTALLATION OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,10/1/11,,Installation of Equipment: Aircraft and Airframe Structural Components,,,
N016,INSTALLATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,10/1/11,,Installation of Equipment: Aircraft Components and Accessories,,,
N017,"INSTALLATION OF EQUIPMENT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT",10/1/11,,"Installation of Equipment: Aircraft Launching, Landing, and Ground Handling Equipment",,,
N018,INSTALLATION OF EQUIPMENT- SPACE VEHICLES,10/1/11,,Installation of Equipment: Space Vehicles,,,
N019,INSTALL OF SHIPS-SML CRAFT-DOCKS,4/15/79,9/30/11,"Installation of Equipment: Ships, Small Craft, Pontoons, and Floating Docks",,,
N020,INSTALL OF SHIP & MARINE EQ,11/15/78,9/30/11,Installation of Equipment: Ship and Marine Equipment,,,
N022,INSTALLATION OF EQUIPMENT- RAILWAY EQUIPMENT,10/1/11,,Installation of Equipment: Railway Equipment,,,
N023,"INSTALLATION OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",10/1/11,,"Installation of Equipment: Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles",,,
N024,INSTALLATION OF EQUIPMENT- TRACTORS,10/1/11,,Installation of Equipment: Tractors,,,
N025,INSTALL OF VEHICULAR EQ,5/15/87,9/30/11,Installation of Equipment: Vehicular Equipment Components,,,
N026,INSTALL OF TIRES & TUBES,10/1/91,9/30/11,Installation of Equipment: Tires and Tubes,,,
N028,"INSTALLATION OF EQUIPMENT- ENGINES, TURBINES, AND COMPONENTS",10/1/11,,"Installation of Equipment: Engines, Turbines, and Components",,,
N029,INSTALL OF ENGINE ACCESSORIES,12/15/78,9/30/11,Installation of Equipment: Engine Accessories,,,
N030,INSTALL OF MECH POWER TRANS EQ,5/15/79,9/30/11,Installation of Equipment: Mechanical Power Transmission Equipment,,,
N031,INSTALLATION OF EQUIPMENT- BEARINGS,10/1/11,,Installation of Equipment: Bearings,,,
N032,INSTALLATION OF EQUIPMENT- WOODWORKING MACHINERY AND EQUIPMENT,10/1/11,,Installation of Equipment: Woodworking Machinery and Equipment,,,
N034,INSTALL OF METALWORK MACHINE,11/15/78,9/30/11,Installation of Equipment: Metalworking Machinery,,,
N035,INSTALL OF SERVICE & TRADE EQ,4/15/80,9/30/11,Installation of Equipment: Service and Trade Equipment,,,
N036,INSTALL OF SP INDUSTRY MACHINERY,9/15/79,9/30/11,Installation of Equipment: Special Industry Machinery,,,
N037,INSTALL OF AGRICULTURE MACHINE,10/1/91,9/30/11,Installation of Equipment: Agricultural Machinery and Equipment,,,
N038,"INSTALLATION OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",10/1/11,,"Installation of Equipment: Construction, Mining, Excavating, and Highway Maintenance Equipment",,,
N039,INSTALL OF MATERIALS HANDLING EQ,12/15/78,9/30/11,Installation of Equipment: Materials Handling Equipment,,,
N040,INSTALL OF ROPE-CABLE-CHAIN,3/15/80,9/30/11,"Installation of Equipment: Rope, Cable, Chain, and Fittings",,,
N041,"INSTALLATION OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",10/1/11,,"Installation of Equipment: Refrigeration, Air Conditioning, and Air Circulating Equipment",,,
N042,INSTALLATION OF EQUIPMENT- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS,10/1/11,,"Installation of Equipment: Fire Fighting, Rescue, and Safety Equipment; and Environmental Protection Equipment and Materials",,,
N043,INSTALL OF PUMPS & COMPRESSORS,1/15/79,9/30/11,Installation of Equipment: Pumps and Compressors,,,
N044,INSTALL OF FURNACE-NUCLEAR REAC,10/15/78,9/30/11,"Installation of Equipment: Furnace, Steam Plant, and Drying Equipment; and Nuclear Reactors",,,
N045,INSTALL OF PLUMBING-HEATING EQ,3/15/79,9/30/11,"Installation of Equipment: Plumbing, Heating, and Waste Disposal Equipment",,,
N046,INSTALL OF WATER PURIFICATION EQ,2/15/79,9/30/11,Installation of Equipment: Water Purification and Sewage Treatment Equipment,,,
N047,"INSTALLATION OF EQUIPMENT- PIPE, TUBING, HOSE, AND FITTINGS",10/1/11,,"Installation of Equipment: Pipe, Tubing, Hose, and Fittings",,,
N048,INSTALLATION OF EQUIPMENT: VALVES,12/15/81,9/30/11,Installation of Equipment: Valves,,,
N049,INSTALLATION OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT,10/1/11,,Installation of Equipment: Maintenance and Repair Shop Equipment,,,
N051,INSTALL OF HAND TOOLS,10/1/91,9/30/11,Installation of Equipment: Hand Tools,,,
N052,INSTALLATION OF EQUIPMENT- MEASURING TOOLS,10/1/11,,Installation of Equipment: Measuring Tool,,,
N053,INSTALLATION OF EQUIPMENT- HARDWARE AND ABRASIVES,10/1/11,,Installation of Equipment: Hardware and Abrasives,,,
N054,INSTALLATION OF EQUIPMENT- PREFABRICATED STRUCTURES  AND SCAFFOLDING,10/1/11,,Installation of Equipment: Prefabricated Structures  and Scaffolding,,,
N055,INSTALL OF LUMBER & MILLWORK,10/1/91,9/30/11,"Installation of Equipment: Lumber, Millwork, Plywood, and Veneer",,,
N056,INSTALL OF CONTRUCT MATERIAL,2/15/79,9/30/11,Installation of Equipment: Construction and Building Materials,,,
N058,"INSTALLATION OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",10/1/11,,"Installation of Equipment: Communication, Detection, and Coherent Radiation Equipment",,,
N059,INSTALL OF ELECT-ELCT EQ,10/15/78,9/30/11,Installation of Equipment: Electrical and Electronic Equipment Components,,,
N060,INSTALL OF FIBER OPTICS MATERIAL,10/1/91,9/30/11,"Installation of Equipment: Fiber Optics Materials, Components, Assemblies, and Accessories",,,
N061,INSTALL OF POWER DISTRIBUTION EQ,11/15/78,9/30/11,"Installation of Equipment: Electric Wire, and Power and Distribution Equipment",,,
N062,INSTALL OF LIGHTING FIXTURES,4/15/79,9/30/11,Installation of Equipment: Lighting Fixtures and Lamps,,,
N063,"INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",10/1/11,,"Installation of Equipment: Alarm, Signal, and Security Detection Systems",,,
N065,"INSTALLATION OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",10/1/11,,"Installation of Equipment: Medical, Dental, and Veterinary Equipment and Supplies",,,
N066,INSTALL OF INSTRUMENTS & LAB EQ,12/15/78,9/30/11,Installation of Equipment: Instruments and Laboratory Equipment,,,
N067,INSTALLATION OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT,10/1/11,,Installation of Equipment: Photographic Equipment,,,
N068,INSTALL OF CHEMICAL PRODUCTS,12/15/84,9/30/11,Installation of Equipment: Chemicals and Chemical Products,,,
N069,INSTALL OF TRAINING AIDS-DEVICES,12/15/78,9/30/11,Installation of Equipment: Training Aids and Devices,,,
N070,INSTALLATION OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,10/1/11,,"Installation of Equipment: Automatic Data Processing Equipment (Including  Firmware), Software, Supplies and Support Equipment",,,
N071,INSTALLATION OF EQUIPMENT- FURNITURE,10/1/11,,Installation of Equipment: Furniture,,,
N072,INSTALLATION OF EQUIPMENT- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,10/1/11,,Installation of Equipment: Household and Commercial Furnishings and Appliances,,,
N073,INSTALLATION OF EQUIPMENT- FOOD PREPARATION AND SERVING EQUIPMENT,10/1/11,,Installation of Equipment: Food Preparation and Serving Equipment,,,
N074,"INSTALLATION OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",10/1/11,,"Installation of Equipment: Office Machines, Text Processing Systems and Visible Record Equipment",,,
N075,INSTALLATION OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES,10/1/11,,Installation of Equipment: Office Supplies and Devices,,,
N076,"INSTALLATION OF EQUIPMENT- BOOKS, MAPS, AND OTHER PUBLICATIONS",10/1/11,,"Installation of Equipment: Books, Maps, and Other Publications",,,
N077,INSTALLATION OF EQUIPMENT- MUSICAL INST/PHONOGRAPH/HOME RADIO,10/1/11,,"Installation of Equipment: Musical Instruments, Phonographs, and Home Type Radios",,,
N078,INSTALLATION OF EQUIPMENT- RECREATIONAL AND ATHLETIC EQUIPMENT,10/1/11,,Installation of Equipment: Recreational and Athletic Equipment,,,
N079,INSTALL OF CLEANING EQ,12/15/79,9/30/11,Installation of Equipment: Cleaning Equipment and Supplies,,,
N080,INSTALL OF BRUSHES-PAINTS-SEALER,10/1/91,9/30/11,"Installation of Equipment: Brushes, Paints, Sealers, and Adhesives",,,
N081,INSTALL OF CONTAINERS-PACKAGING,9/15/89,9/30/11,"Installation of Equipment: Containers, Packaging, and Packing Supplies",,,
N083,INSTALL OF TEXTILES-LEATHER-FURS,8/15/85,9/30/11,"Installation of Equipment: Textiles, Leather, Furs, Apparel and Shoe Findings, Tents and Flags",,,
N084,INSTALL OF CLOTHING - INDIVID EQ,10/1/91,9/30/11,"Installation of Equipment: Clothing, Individual Equipment, and Insignia",,,
N085,INSTALLATION OF EQUIPMENT- TOILETRIES,10/1/11,,Installation of Equipment: Toiletries,,,
