PSC CODE,length,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INCLUDES
K018,4,MODIFICATION OF EQUIPMENT- SPACE VEHICLES,2011-10-01,,Modification of Equipment: Space Vehicles,,,
K019,4,"MODIFICATION OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS",2011-10-01,,"Modification of Equipment: Ships, Small Craft, Pontoons, and Floating Docks",,,
K020,4,MODIFICATION OF EQUIPMENT- SHIP AND MARINE EQUIPMENT,2011-10-01,,Modification of Equipment: Ship and Marine Equipment,,,
K022,4,MODIFICATION OF EQUIPMENT- RAILWAY EQUIPMENT,2011-10-01,,Modification of Equipment: Railway Equipment,,,
K023,4,"MODIFICATION OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",2011-10-01,,"Modification of Equipment: Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles",,,
K024,4,MODIFICATION OF EQUIPMENT- TRACTORS,2011-10-01,,Modification of Equipment: Tractors,,,
K025,4,MODIFICATION OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS,2011-10-01,,Modification of Equipment: Vehicular Equipment Components,,,
K026,4,MODIFICATION OF EQUIPMENT- TIRES AND TUBES,2011-10-01,,Modification of Equipment: Tires and Tubes,,,
K028,4,"MODIFICATION OF EQUIPMENT- ENGINES, TURBINES, AND COMPONENTS",2011-10-01,,"Modification of Equipment: Engines, Turbines, and Components",,,
K029,4,MODIFICATION OF EQUIPMENT- ENGINE ACCESSORIES,2011-10-01,,Modification of Equipment: Engine Accessories,,,
K030,4,MODIFICATION OF EQUIPMENT- MECHANICAL POWER TRANSMISSION EQUIPMENT,2011-10-01,,Modification of Equipment: Mechanical Power Transmission Equipment,,,
K031,4,MODIFICATION OF EQUIPMENT- BEARINGS,2011-10-01,,Modification of Equipment: Bearings,,,
K032,4,MODIFICATION OF EQUIPMENT- WOODWORKING MACHINERY AND EQUIPMENT,2011-10-01,,Modification of Equipment: Woodworking Machinery and Equipment,,,
K034,4,MODIFICATION OF EQUIPMENT- METALWORKING MACHINERY,2011-10-01,,Modification of Equipment: Metalworking Machinery,,,
K035,4,MODIFICATION OF EQUIPMENT- SERVICE AND TRADE EQUIPMENT,2011-10-01,,Modification of Equipment: Service and Trade Equipment,,,
K036,4,MODIFICATION OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY,2011-10-01,,Modification of Equipment: Special Industry Machinery,,,
K037,4,MODIFICATION OF EQUIPMENT- AGRICULTURAL MACHINERY AND EQUIPMENT,2011-10-01,,Modification of Equipment: Agricultural Machinery and Equipment,,,
K038,4,"MODIFICATION OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",2011-10-01,,"Modification of Equipment: Construction, Mining, Excavating, and Highway Maintenance Equipment",,,
K039,4,MODIFICATION OF EQUIPMENT- MATERIALS HANDLING EQUIPMENT,2011-10-01,,Modification of Equipment: Materials Handling Equipment,,,
K040,4,"MODIFICATION OF EQUIPMENT- ROPE, CABLE, CHAIN, AND FITTINGS",2011-10-01,,"Modification of Equipment: Rope, Cable, Chain, and Fittings",,,
K041,4,"MODIFICATION OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",2011-10-01,,"Modification of Equipment: Refrigeration, Air Conditioning, and Air Circulating Equipment",,,
K042,4,MODIFICATION OF EQUIPMENT- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS,2011-10-01,,"Modification of Equipment: Fire Fighting, Rescue, and Safety Equipment; and Environmental Protection Equipment and Materials",,,
K043,4,MODIFICATION OF EQUIPMENT- PUMPS AND COMPRESSORS,2011-10-01,,Modification of Equipment: Pumps and Compressors,,,
K044,4,"MODIFICATION OF EQUIPMENT- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS",2011-10-01,,"Modification of Equipment: Furnace, Steam Plant, and Drying Equipment; and Nuclear Reactors",,,
K045,4,"MODIFICATION OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",2011-10-01,,"Modification of Equipment: Plumbing, Heating, and Waste Disposal Equipment",,,
K046,4,MODIFICATION OF EQUIPMENT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT,2011-10-01,,Modification of Equipment: Water Purification and Sewage Treatment Equipment,,,
K047,4,"MODIFICATION OF EQUIPMENT- PIPE, TUBING, HOSE, AND FITTINGS",2011-10-01,,"Modification of Equipment: Pipe, Tubing, Hose, and Fittings",,,
K048,4,MODIFICATION OF EQUIPMENT- VALVES,2011-10-01,,Modification of Equipment: Valves,,,
K049,4,MODIFICATION OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT,2011-10-01,,Modification of Equipment: Maintenance and Repair Shop Equipment,,,
K051,4,MODIFICATION OF EQUIPMENT- HAND TOOLS,2011-10-01,,Modification of Equipment: Hand Tools,,,
K052,4,MODIFICATION OF EQUIPMENT- MEASURING TOOLS,2011-10-01,,Modification of Equipment: Measuring Tool,,,
K053,4,MODIFICATION OF EQUIPMENT- HARDWARE AND ABRASIVES,2011-10-01,,Modification of Equipment: Hardware and Abrasives,,,
K054,4,MODIFICATION OF EQUIPMENT- PREFABRICATED STRUCTURES  AND SCAFFOLDING,2011-10-01,,Modification of Equipment: Prefabricated Structures  and Scaffolding,,,
K055,4,"MODIFICATION OF EQUIPMENT- LUMBER, MILLWORK, PLYWOOD, AND VENEER",2011-10-01,,"Modification of Equipment: Lumber, Millwork, Plywood, and Veneer",,,
K056,4,MODIFICATION OF EQUIPMENT- CONSTRUCTION AND BUILDING MATERIALS,2011-10-01,,Modification of Equipment: Construction and Building Materials,,,
K058,4,"MODIFICATION OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",2011-10-01,,"Modification of Equipment: Communication, Detection, and Coherent Radiation Equipment",,,
K059,4,MODIFICATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,2011-10-01,,Modification of Equipment: Electrical and Electronic Equipment Components,,,
K060,4,"MODIFICATION OF EQUIPMENT- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES",2011-10-01,,"Modification of Equipment: Fiber Optics Materials, Components, Assemblies, and Accessories",,,
K061,4,MODIFICATION OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,2011-10-01,,"Modification of Equipment: Electric Wire, and Power and Distribution Equipment",,,
K062,4,MODIFICATION OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS,2011-10-01,,Modification of Equipment: Lighting Fixtures and Lamps,,,
K063,4,"MODIFICATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",2011-10-01,,"Modification of Equipment: Alarm, Signal, and Security Detection Systems",,,
K065,4,"MODIFICATION OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",2011-10-01,,"Modification of Equipment: Medical, Dental, and Veterinary Equipment and Supplies",,,
K066,4,MODIFICATION OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,2011-10-01,,Modification of Equipment: Instruments and Laboratory Equipment,,,
K067,4,MODIFICATION OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT,2011-10-01,,Modification of Equipment: Photographic Equipment,,,
K068,4,MODIFICATION OF EQUIPMENT- CHEMICALS AND CHEMICAL PRODUCTS,2011-10-01,,Modification of Equipment: Chemicals and Chemical Products,,,
K069,4,MODIFICATION OF EQUIPMENT- TRAINING AIDS AND DEVICES,2011-10-01,,Modification of Equipment: Training Aids and Devices,,,
K070,4,MODIFICATION OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,2011-10-01,,"Modification of Equipment: Automatic Data Processing Equipment (Including  Firmware), Software, Supplies and Support Equipment",,,
K071,4,MODIFICATION OF EQUIPMENT- FURNITURE,2011-10-01,,Modification of Equipment: Furniture,,,
K072,4,MODIFICATION OF EQUIPMENT- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,2011-10-01,,Modification of Equipment: Household and Commercial Furnishings and Appliances,,,
K073,4,MODIFICATION OF EQUIPMENT- FOOD PREPARATION AND SERVING EQUIPMENT,2011-10-01,,Modification of Equipment: Food Preparation and Serving Equipment,,,
K074,4,"MODIFICATION OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",2011-10-01,,"Modification of Equipment: Office Machines, Text Processing Systems and Visible Record Equipment",,,
K075,4,MODIFICATION OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES,2011-10-01,,Modification of Equipment: Office Supplies and Devices,,,
K076,4,"MODIFICATION OF EQUIPMENT- BOOKS, MAPS, AND OTHER PUBLICATIONS",2011-10-01,,"Modification of Equipment: Books, Maps, and Other Publications",,,
K077,4,MODIFICATION OF EQUIPMENT- MUSICAL INST/PHONOGRAPH/HOME RADIO,2011-10-01,,"Modification of Equipment: Musical Instruments, Phonographs, and Home Type Radios",,,
K078,4,MODIFICATION OF EQUIPMENT- RECREATIONAL AND ATHLETIC EQUIPMENT,2011-10-01,,Modification of Equipment: Recreational and Athletic Equipment,,,
K079,4,MODIFICATION OF EQUIPMENT- CLEANING EQUIPMENT AND SUPPLIES,2011-10-01,,Modification of Equipment: Cleaning Equipment and Supplies,,,
K080,4,"MODIFICATION OF EQUIPMENT- BRUSHES, PAINTS, SEALERS, AND ADHESIVES",2011-10-01,,"Modification of Equipment: Brushes, Paints, Sealers, and Adhesives",,,
K081,4,"MODIFICATION OF EQUIPMENT- CONTAINERS, PACKAGING, AND PACKING SUPPLIES",2011-10-01,,"Modification of Equipment: Containers, Packaging, and Packing Supplies",,,
K083,4,"MODIFICATION OF EQUIPMENT- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS",2011-10-01,,"Modification of Equipment: Textiles, Leather, Furs, Apparel and Shoe Findings, Tents and Flags",,,
K084,4,"MODIFICATION OF EQUIPMENT- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA",2011-10-01,,"Modification of Equipment: Clothing, Individual Equipment, and Insignia",,,
K085,4,MODIFICATION OF EQUIPMENT- TOILETRIES,2011-10-01,,Modification of Equipment: Toiletries,,,
K087,4,MODIFICATION OF EQUIPMENT- AGRICULTURAL SUPPLIES,2011-10-01,,Modification of Equipment: Agricultural Supplies,,,
K088,4,MODIFICATION OF EQUIPMENT- LIVE ANIMALS,2011-10-01,,Modification of Equipment: Live Animals,,,
K089,4,MODIFICATION OF EQUIPMENT- SUBSISTENCE,2011-10-01,,Modification of Equipment: Subsistence,,,
K091,4,"MODIFICATION OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",2011-10-01,,"Modification of Equipment: Fuels, Lubricants, Oils, and Waxes",,,
K093,4,MODIFICATION OF EQUIPMENT- NONMETALLIC FABRICATED MATERIALS,2011-10-01,,Modification of Equipment: Nonmetallic Fabricated Materials,,,
K094,4,MODIFICATION OF EQUIPMENT- NONMETALLIC CRUDE MATERIALS,2011-10-01,,Modification of Equipment: Nonmetallic Crude Materials,,,
K095,4,"MODIFICATION OF EQUIPMENT- METAL BARS, SHEETS, AND SHAPES",2011-10-01,,"Modification of Equipment: Metal Bars, Sheets, and Shapes",,,
K096,4,"MODIFICATION OF EQUIPMENT- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS",2011-10-01,,"Modification of Equipment: Ores, Minerals, and Their Primary Products",,,
K099,4,MODIFICATION OF EQUIPMENT- MISCELLANEOUS,2011-10-01,,Modification of Equipment: Miscellaneous,,,
L,1,TECHNICAL REPRESENTATIVE SVCS.,1979-10-01,,,,,
L0,2,TECHNICAL REPRESENTATIVE SERVICES,1979-10-01,,,,,
L010,4,TECHNICAL REPRESENTATIVE- WEAPONS,2011-10-01,,Technical Representation Services: Weapons,,,
L011,4,TECHNICAL REPRESENTATIVE- NUCLEAR ORDNANCE,2011-10-01,,Technical Representation Services: Nuclear Ordnance,,,
L012,4,TECHNICAL REPRESENTATIVE- FIRE CONTROL EQUIPMENT,2011-10-01,,Technical Representation Services: Fire Control Equipment,,,
L013,4,TECHNICAL REPRESENTATIVE- AMMUNITION AND EXPLOSIVES,2011-10-01,,Technical Representation Services: Ammunition and Explosives,,,
L014,4,TECHNICAL REPRESENTATIVE- GUIDED MISSILES,2011-10-01,,Technical Representation Services: Guided Missiles,,,
L015,4,TECHNICAL REPRESENTATIVE- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,2011-10-01,,Technical Representation Services: Aircraft and Airframe Structural Components,,,
L016,4,TECHNICAL REPRESENTATIVE- AIRCRAFT COMPONENTS AND ACCESSORIES,2011-10-01,,Technical Representation Services: Aircraft Components and Accessories,,,
L017,4,"TECHNICAL REPRESENTATIVE- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT",2011-10-01,,"Technical Representation Services: Aircraft Launching, Landing, and Ground Handling Equipment",,,
L018,4,TECHNICAL REPRESENTATIVE- SPACE VEHICLES,2011-10-01,,Technical Representation Services: Space Vehicles,,,
L019,4,"TECHNICAL REPRESENTATIVE- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS",2011-10-01,,"Technical Representation Services: Ships, Small Craft, Pontoons, and Floating Docks",,,
L020,4,TECHNICAL REPRESENTATIVE- SHIP AND MARINE EQUIPMENT,2011-10-01,,Technical Representation Services: Ship and Marine Equipment,,,
L022,4,TECHNICAL REPRESENTATIVE- RAILWAY EQUIPMENT,2011-10-01,,Technical Representation Services: Railway Equipment,,,
L023,4,"TECHNICAL REPRESENTATIVE- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",2011-10-01,,"Technical Representation Services: Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles",,,
L024,4,TECHNICAL REPRESENTATIVE- TRACTORS,2011-10-01,,Technical Representation Services: Tractors,,,
L025,4,TECHNICAL REPRESENTATIVE- VEHICULAR EQUIPMENT COMPONENTS,2011-10-01,,Technical Representation Services: Vehicular Equipment Components,,,
L026,4,TECHNICAL REPRESENTATIVE- TIRES AND TUBES,2011-10-01,,Technical Representation Services: Tires and Tubes,,,
L028,4,"TECHNICAL REPRESENTATIVE- ENGINES, TURBINES, AND COMPONENTS",2011-10-01,,"Technical Representation Services: Engines, Turbines, and Components",,,
L029,4,TECHNICAL REPRESENTATIVE- ENGINE ACCESSORIES,2011-10-01,,Technical Representation Services: Engine Accessories,,,
L030,4,TECHNICAL REPRESENTATIVE- MECHANICAL POWER TRANSMISSION EQUIPMENT,2011-10-01,,Technical Representation Services: Mechanical Power Transmission Equipment,,,
L031,4,TECHNICAL REPRESENTATIVE- BEARINGS,2011-10-01,,Technical Representation Services: Bearings,,,
L032,4,TECHNICAL REPRESENTATIVE- WOODWORKING MACHINERY AND EQUIPMENT,2011-10-01,,Technical Representation Services: Woodworking Machinery and Equipment,,,
L034,4,TECHNICAL REPRESENTATIVE- METALWORKING MACHINERY,2011-10-01,,Technical Representation Services: Metalworking Machinery,,,
L035,4,TECHNICAL REPRESENTATIVE- SERVICE AND TRADE EQUIPMENT,2011-10-01,,Technical Representation Services: Service and Trade Equipment,,,
L036,4,TECHNICAL REPRESENTATIVE- SPECIAL INDUSTRY MACHINERY,2011-10-01,,Technical Representation Services: Special Industry Machinery,,,
L037,4,TECHNICAL REPRESENTATIVE- AGRICULTURAL MACHINERY AND EQUIPMENT,2011-10-01,,Technical Representation Services: Agricultural Machinery and Equipment,,,
L038,4,TECHNICAL REPRESENTATIVE- CONSTRUCTION/MINING/EXCAVATING/HIGHWAY MAINT EQUIP,2011-10-01,,"Technical Representation Services: Construction, Mining, Excavating, and Highway Maintenance Equipment",,,
L039,4,TECHNICAL REPRESENTATIVE- MATERIALS HANDLING EQUIPMENT,2011-10-01,,Technical Representation Services: Materials Handling Equipment,,,
L040,4,"TECHNICAL REPRESENTATIVE- ROPE, CABLE, CHAIN, AND FITTINGS",2011-10-01,,"Technical Representation Services: Rope, Cable, Chain, and Fittings",,,
L041,4,"TECHNICAL REPRESENTATIVE- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",2011-10-01,,"Technical Representation Services: Refrigeration, Air Conditioning, and Air Circulating Equipment",,,
L042,4,TECHNICAL REP- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS,2011-10-01,,"Technical Representation Services: Fire Fighting, Rescue, and Safety Equipment; and Environmental Protection Equipment and Materials",,,
L043,4,TECHNICAL REPRESENTATIVE- PUMPS AND COMPRESSORS,2011-10-01,,Technical Representation Services: Pumps and Compressors,,,
L044,4,"TECHNICAL REPRESENTATIVE- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS",2011-10-01,,"Technical Representation Services: Furnace, Steam Plant, and Drying Equipment; and Nuclear Reactors",,,
L045,4,"TECHNICAL REPRESENTATIVE- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",2011-10-01,,"Technical Representation Services: Plumbing, Heating, and Waste Disposal Equipment",,,
L046,4,TECHNICAL REPRESENTATIVE- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT,2011-10-01,,Technical Representation Services: Water Purification and Sewage Treatment Equipment,,,
L047,4,"TECHNICAL REPRESENTATIVE- PIPE, TUBING, HOSE, AND FITTINGS",2011-10-01,,"Technical Representation Services: Pipe, Tubing, Hose, and Fittings",,,
L048,4,TECHNICAL REPRESENTATIVE- VALVES,2011-10-01,,Technical Representation Services: Valves,,,
L049,4,TECHNICAL REPRESENTATIVE- MAINTENANCE AND REPAIR SHOP EQUIPMENT,2011-10-01,,Technical Representation Services: Maintenance and Repair Shop Equipment,,,
L051,4,TECHNICAL REPRESENTATIVE- HAND TOOLS,2011-10-01,,Technical Representation Services: Hand Tools,,,
L052,4,TECHNICAL REPRESENTATIVE- MEASURING TOOLS,2011-10-01,,Technical Representation Services: Measuring Tool,,,
L053,4,TECHNICAL REPRESENTATIVE- HARDWARE AND ABRASIVES,2011-10-01,,Technical Representation Services: Hardware and Abrasives,,,
L054,4,TECHNICAL REPRESENTATIVE- PREFABRICATED STRUCTURES  AND SCAFFOLDING,2011-10-01,,Technical Representation Services: Prefabricated Structures  and Scaffolding,,,
L055,4,"TECHNICAL REPRESENTATIVE- LUMBER, MILLWORK, PLYWOOD, AND VENEER",2011-10-01,,"Technical Representation Services: Lumber, Millwork, Plywood, and Veneer",,,
L056,4,TECHNICAL REPRESENTATIVE- CONSTRUCTION AND BUILDING MATERIALS,2011-10-01,,Technical Representation Services: Construction and Building Materials,,,
L058,4,"TECHNICAL REPRESENTATIVE- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",2011-10-01,,"Technical Representation Services: Communication, Detection, and Coherent Radiation Equipment",,,
L059,4,TECHNICAL REPRESENTATIVE- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,2011-10-01,,Technical Representation Services: Electrical and Electronic Equipment Components,,,
L060,4,"TECHNICAL REPRESENTATIVE- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES",2011-10-01,,"Technical Representation Services: Fiber Optics Materials, Components, Assemblies, and Accessories",,,
L061,4,TECHNICAL REPRESENTATIVE- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,2011-10-01,,"Technical Representation Services: Electric Wire, and Power and Distribution Equipment",,,
L062,4,TECHNICAL REPRESENTATIVE- LIGHTING FIXTURES AND LAMPS,2011-10-01,,Technical Representation Services: Lighting Fixtures and Lamps,,,
L063,4,"TECHNICAL REPRESENTATIVE- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",2011-10-01,,"Technical Representation Services: Alarm, Signal, and Security Detection Systems",,,
L065,4,"TECHNICAL REPRESENTATIVE- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",2011-10-01,,"Technical Representation Services: Medical, Dental, and Veterinary Equipment and Supplies",,,
L066,4,TECHNICAL REPRESENTATIVE- INSTRUMENTS AND LABORATORY EQUIPMENT,2011-10-01,,Technical Representation Services: Instruments and Laboratory Equipment,,,
L067,4,TECHNICAL REPRESENTATIVE- PHOTOGRAPHIC EQUIPMENT,2011-10-01,,Technical Representation Services: Photographic Equipment,,,
L068,4,TECHNICAL REPRESENTATIVE- CHEMICALS AND CHEMICAL PRODUCTS,2011-10-01,,Technical Representation Services: Chemicals and Chemical Products,,,
L069,4,TECHNICAL REPRESENTATIVE- TRAINING AIDS AND DEVICES,2011-10-01,,Technical Representation Services: Training Aids and Devices,,,
L070,4,TECHNICAL REPRESENTATIVE- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,2011-10-01,,"Technical Representation Services: Automatic Data Processing Equipment (Including  Firmware), Software, Supplies and Support Equipment",,,
L071,4,TECHNICAL REPRESENTATIVE- FURNITURE,2011-10-01,,Technical Representation Services: Furniture,,,
L072,4,TECHNICAL REPRESENTATIVE- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,2011-10-01,,Technical Representation Services: Household and Commercial Furnishings and Appliances,,,
L073,4,TECHNICAL REPRESENTATIVE- FOOD PREPARATION AND SERVING EQUIPMENT,2011-10-01,,Technical Representation Services: Food Preparation and Serving Equipment,,,
L074,4,TECHNICAL REPRESENTATIVE- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT,2011-10-01,,"Technical Representation Services: Office Machines, Text Processing Systems and Visible Record Equipment",,,
L075,4,TECHNICAL REPRESENTATIVE- OFFICE SUPPLIES AND DEVICES,2011-10-01,,Technical Representation Services: Office Supplies and Devices,,,
L076,4,"TECHNICAL REPRESENTATIVE- BOOKS, MAPS, AND OTHER PUBLICATIONS",2011-10-01,,"Technical Representation Services: Books, Maps, and Other Publications",,,
L077,4,TECHNICAL REPRESENTATIVE- MUSICAL INST/PHONOGRAPH/HOME RADIO,2011-10-01,,"Technical Representation Services: Musical Instruments, Phonographs, and Home Type Radios",,,
L078,4,TECHNICAL REPRESENTATIVE- RECREATIONAL AND ATHLETIC EQUIPMENT,2011-10-01,,Technical Representation Services: Recreational and Athletic Equipment,,,
L079,4,TECHNICAL REPRESENTATIVE- CLEANING EQUIPMENT AND SUPPLIES,2011-10-01,,Technical Representation Services: Cleaning Equipment and Supplies,,,
L080,4,"TECHNICAL REPRESENTATIVE- BRUSHES, PAINTS, SEALERS, AND ADHESIVES",2011-10-01,,"Technical Representation Services: Brushes, Paints, Sealers, and Adhesives",,,
L081,4,"TECHNICAL REPRESENTATIVE- CONTAINERS, PACKAGING, AND PACKING SUPPLIES",2011-10-01,,"Technical Representation Services: Containers, Packaging, and Packing Supplies",,,
L083,4,"TECHNICAL REPRESENTATIVE- TEXTILES, LEATHER, FURS, APPAREL/SHOE FINDINGS, TENTS/FLAGS",2011-10-01,,"Technical Representation Services: Textiles, Leather, Furs, Apparel and Shoe Findings, Tents and Flags",,,
L084,4,"TECHNICAL REPRESENTATIVE- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA",2011-10-01,,"Technical Representation Services: Clothing, Individual Equipment, and Insignia",,,
L085,4,TECHNICAL REPRESENTATIVE- TOILETRIES,2011-10-01,,Technical Representation Services: Toiletries,,,
L087,4,TECHNICAL REPRESENTATIVE- AGRICULTURAL SUPPLIES,2011-10-01,,Technical Representation Services: Agricultural Supplies,,,
L088,4,TECHNICAL REPRESENTATIVE- LIVE ANIMALS,2011-10-01,,Technical Representation Services: Live Animals,,,
L089,4,TECHNICAL REPRESENTATIVE- SUBSISTENCE,2011-10-01,,Technical Representation Services: Subsistence,,,
L091,4,"TECHNICAL REPRESENTATIVE- FUELS, LUBRICANTS, OILS, AND WAXES",2011-10-01,,"Technical Representation Services: Fuels, Lubricants, Oils, and Waxes",,,
L093,4,TECHNICAL REPRESENTATIVE- NONMETALLIC FABRICATED MATERIALS,2011-10-01,,Technical Representation Services: Nonmetallic Fabricated Materials,,,
L094,4,TECHNICAL REPRESENTATIVE- NONMETALLIC CRUDE MATERIALS,2011-10-01,,Technical Representation Services: Nonmetallic Crude Materials,,,
L095,4,"TECHNICAL REPRESENTATIVE- METAL BARS, SHEETS, AND SHAPES",2011-10-01,,"Technical Representation Services: Metal Bars, Sheets, and Shapes",,,
L096,4,"TECHNICAL REPRESENTATIVE- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS",2011-10-01,,"Technical Representation Services: Ores, Minerals, and Their Primary Products",,,
L099,4,TECHNICAL REPRESENTATIVE- MISCELLANEOUS,2011-10-01,,Technical Representation Services: Miscellaneous,,,
M,1,OPERATION OF GOVT OWNED FACILITY,1979-10-01,,,,,
M1,2,OPERATE GOVT OWNED BUILDINGS,1979-10-01,,,,,
M1AA,4,OPERATION OF OFFICE BUILDINGS,2011-10-01,,,,,
M1AB,4,OPERATION OF CONFERENCE SPACE AND FACILITIES,2011-10-01,,,,,
M1AZ,4,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,2011-10-01,,,,,
M1BA,4,OPERATION OF AIR TRAFFIC CONTROL TOWERS,2011-10-01,,,,,
M1BB,4,OPERATION OF AIR TRAFFIC CONTROL TRAINING FACILITIES,2011-10-01,,,,,
M1BC,4,OPERATION OF RADAR AND NAVIGATIONAL FACILITIES,2011-10-01,,,,,
M1BD,4,OPERATION OF AIRPORT RUNWAYS AND TAXIWAYS,2011-10-01,,,,,
M1BE,4,OPERATION OF AIRPORT TERMINALS,2011-10-01,,,,,
M1BF,4,OPERATION OF MISSILE SYSTEM FACILITIES,2011-10-01,,,,,
M1BG,4,OPERATION OF ELECTRONIC AND COMMUNICATIONS FACILITIES,2011-10-01,,,,,
M1BZ,4,OPERATION OF OTHER AIRFIELD STRUCTURES,2011-10-01,,,,,
M1CA,4,OPERATION OF SCHOOLS,2011-10-01,,,,,
M1CZ,4,OPERATION OF OTHER EDUCATIONAL BUILDINGS,2011-10-01,,,,,
M1DA,4,OPERATION OF HOSPITALS AND INFIRMARIES,2011-10-01,,,,,
M1DB,4,OPERATION OF LABORATORIES AND CLINICS,2011-10-01,,,,,
M1DZ,4,OPERATION OF OTHER HOSPITAL BUILDINGS,2011-10-01,,,,,
M1EA,4,OPERATION OF AMMUNITION FACILITIES,2011-10-01,,,,,
M1EB,4,OPERATION OF MAINTENANCE BUILDINGS,2011-10-01,,,,,
M1EC,4,OPERATION OF PRODUCTION BUILDINGS,2011-10-01,,,,,
M1ED,4,OPERATION OF SHIP CONSTRUCTION AND REPAIR FACILITIES,2011-10-01,,,,,
M1EE,4,OPERATION OF TANK AUTOMOTIVE FACILITIES,2011-10-01,,,,,
M1EZ,4,OPERATION OF OTHER INDUSTRIAL BUILDINGS,2011-10-01,,,,,
M1FA,4,OPERATION OF FAMILY HOUSING FACILITIES,2011-10-01,,,,,
M1FB,4,OPERATION OF RECREATIONAL BUILDINGS,2011-10-01,,,,,
M1FC,4,OPERATION OF TROOP HOUSING FACILITIES,2011-10-01,,,,,
M1FD,4,OPERATION OF DINING FACILITIES,2011-10-01,,,,,
M1FE,4,OPERATION OF RELIGIOUS FACILITIES,2011-10-01,,,,,
M1FF,4,OPERATION OF PENAL FACILITIES,2011-10-01,,,,,
