award_id,generated_unique_award_id,display_award_id,category,type,type_description,piid,fain,uri,total_obligation,description,award_amount,total_subsidy_cost,total_loan_value,update_date,recipient_name,recipient_unique_id,recipient_hash,recipient_agg_key,parent_recipient_unique_id,business_categories,action_date,fiscal_year,last_modified_date,period_of_performance_start_date,period_of_performance_current_end_date,date_signed,ordering_period_end_date,original_loan_subsidy_cost,face_value_loan_guarantee,awarding_agency_id,funding_agency_id,awarding_toptier_agency_name,funding_toptier_agency_name,awarding_subtier_agency_name,funding_subtier_agency_name,awarding_toptier_agency_code,funding_toptier_agency_code,awarding_subtier_agency_code,funding_subtier_agency_code,funding_toptier_agency_agg_key,funding_subtier_agency_agg_key,recipient_location_country_code,recipient_location_country_name,recipient_location_state_code,recipient_location_county_code,recipient_location_county_name,recipient_location_congressional_code,recipient_location_zip5,recipient_location_city_name,pop_country_code,pop_country_name,pop_state_code,pop_county_code,pop_county_name,pop_zip5,pop_congressional_code,pop_city_name,pop_city_code,cfda_number,cfda_title,cfda_agg_key,sai_number,type_of_contract_pricing,extent_competed,type_set_aside,product_or_service_code,product_or_service_description,naics_code,naics_description,recipient_location_county_agg_key,recipient_location_congressional_agg_key,recipient_location_state_agg_key,pop_county_agg_key,pop_congressional_agg_key,pop_state_agg_key,tas_paths,tas_components,disaster_emergency_fund_codes,total_covid_outlay,total_covid_obligation
13787000,CONT_AWD_DTFAWA03F03004_6920_GS35F4988H_4730,DTFAWA03F03004,contract,C,DO,DTFAWA03F03004,,,1898544.68,DAFIS UDO RECONSTRUCT W/O ADVANCE,1898544.68,0.00,0.00,2018-02-03 18:54:06.983782+00,"COMPUTER DATA SOURCE, INC.",808575278,45f822e0-6d1b-d23e-711b-6a1c9d4c1480,"{""name"":""COMPUTER DATA SOURCE, INC."",""unique_id"":""808575278"",""hash"":""45f822e0-6d1b-d23e-711b-6a1c9d4c1480"",""levels"":""{C}""}",808575278,"{category_business,small_business,woman_owned_business}",2008-01-18,2008,2008-02-06,2003-10-15,2008-02-06,2003-10-15,,0.00,0.00,751,,Department of Transportation,,Federal Aviation Administration,,069,,6920,,,,USA,UNITED STATES,NJ,,,06,,OAKHURST,USA,UNITED STATES,NJ,025,MONMOUTH,07724,12,EATONTOWN,,,,,,J,CDO,NONE,J099,MAINT/REPAIR/REBUILD OF EQUIPMENT- MISCELLANEOUS,334111,ELECTRONIC COMPUTER MANUFACTURING,,"{""country_code"":""USA"",""state_code"":""NJ"",""state_fips"":""34"",""congressional_code"":""06"",""population"":""730114""}","{""country_code"":""USA"",""state_code"":""NJ"",""state_name"":""New Jersey"",""population"":""8882190""}","{""country_code"":""USA"",""state_code"":""NJ"",""state_fips"":""34"",""county_code"":""025"",""county_name"":""MONMOUTH"",""population"":""618795""}","{""country_code"":""USA"",""state_code"":""NJ"",""state_fips"":""34"",""congressional_code"":""12"",""population"":""756016""}","{""country_code"":""USA"",""state_code"":""NJ"",""state_name"":""New Jersey"",""population"":""8882190""}",,,,,
8526500,CONT_AWD_8009_9700_HDEC0107G3543_9700,8009,contract,C,DELIVERY ORDER,8009,,,1898513.42,"RESALE - BABY FOOD, PASTA, BEANS",1898513.42,0.00,0.00,2019-06-10 00:49:46.18675+00,S & K SALES CO.,965900483,8ac2af7d-6051-f7de-85eb-216f8ba54a1c,"{""name"":""S & K SALES CO."",""unique_id"":""965900483"",""hash"":""8ac2af7d-6051-f7de-85eb-216f8ba54a1c"",""levels"":""{C}""}",965900483,"{category_business,small_business,woman_owned_business}",2008-09-30,2008,2019-06-07,2008-09-01,2008-09-30,2008-09-30,,0.00,0.00,1222,1222,Department of Defense,Department of Defense,Defense Commissary Agency,Defense Commissary Agency,097,097,97AZ,97AZ,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Defense Commissary Agency"",""code"":""97AZ"",""id"":""1173""}",USA,UNITED STATES,VA,810,VIRGINIA BEACH (CITY),02,23452,VIRGINIA BEACH,USA,UNITED STATES,VA,810,VIRGINIA BEACH (CITY),23452,02,VIRGINIA BEACH,,,,,,J,B,NONE,8945,"FOOD, OILS AND FATS",523140,COMMODITY CONTRACTS BROKERAGE,"{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""county_code"":""810"",""county_name"":""VIRGINIA BEACH (CITY)"",""population"":""449974""}","{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""02"",""population"":""743410""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}","{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""county_code"":""810"",""county_name"":""VIRGINIA BEACH (CITY)"",""population"":""449974""}","{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""02"",""population"":""743410""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}",,,,,
23591500,CONT_AWD_HHSP233200800003_7555_HHSP233200430012B_7555,HHSP233200800003,contract,A,BPA,HHSP233200800003,,,1648463.16,FURNITURE,1648463.16,0.00,0.00,2018-02-03 18:54:06.983782+00,"SOLUTION PLANNING AND CONTRACT ENVIRONMENT, INC.",878276146,294e7f98-3dd8-495a-63f0-7785801bb073,"{""name"":""SOLUTION PLANNING AND CONTRACT ENVIRONMENT, INC."",""unique_id"":""878276146"",""hash"":""294e7f98-3dd8-495a-63f0-7785801bb073"",""levels"":""{C,R}""}",878276146,"{category_business,small_business,woman_owned_business}",2008-08-28,2008,2016-04-18,2007-11-28,2008-08-28,2007-11-28,,0.00,0.00,840,840,Department of Health and Human Services,Department of Health and Human Services,Office of the Assistant Secretary for Administration,Office of the Assistant Secretary for Administration,075,075,7570,7570,"{""name"":""Department of Health and Human Services"",""code"":""075"",""id"":""806""}","{""name"":""Office of the Assistant Secretary for Administration"",""code"":""7570"",""id"":""806""}",USA,UNITED STATES,MI,017,BAY,,48642,MIDLAND,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,20201,00,WASHINGTON,,,,,,,A,NONE,7110,OFFICE FURNITURE,337211,WOOD OFFICE FURNITURE MANUFACTURING,"{""country_code"":""USA"",""state_code"":""MI"",""state_fips"":""26"",""county_code"":""017"",""county_name"":""BAY"",""population"":""103126""}",,"{""country_code"":""USA"",""state_code"":""MI"",""state_name"":""Michigan"",""population"":""9986857""}","{""country_code"":""USA"",""state_code"":""DC"",""state_fips"":""11"",""county_code"":""001"",""county_name"":""DISTRICT OF COLUMBIA"",""population"":""705749""}","{""country_code"":""USA"",""state_code"":""DC"",""state_fips"":""11"",""congressional_code"":""00"",""population"":""""}","{""country_code"":""USA"",""state_code"":""DC"",""state_name"":""District of Columbia"",""population"":""705749""}",,,,,
9701500,CONT_AWD_AGBGMDVEPK01075_12D2_-NONE-_-NONE-,AGBGMDVEPK01075,contract,D,DCA,AGBGMDVEPK01075,,,1549872.00,FOR GRAIN PRODUCTS,1549872.00,0.00,0.00,2018-02-03 18:54:06.983782+00,"BUNGE NORTH AMERICA, INC.",006981435,125c6a81-3a62-40fb-1d55-3c0d7be2bc73,"{""name"":""BUNGE NORTH AMERICA, INC."",""unique_id"":""006981435"",""hash"":""125c6a81-3a62-40fb-1d55-3c0d7be2bc73"",""levels"":""{C}""}",875657194,"{category_business,other_than_small_business}",2007-10-24,2008,2008-08-22,2007-10-24,2007-11-26,2007-10-24,,0.00,0.00,153,154,Department of Agriculture,Department of Agriculture,Farm Service Agency,Foreign Agricultural Service,012,012,12D2,12D3,"{""name"":""Department of Agriculture"",""code"":""012"",""id"":""95""}","{""name"":""Foreign Agricultural Service"",""code"":""12D3"",""id"":""95""}",USA,UNITED STATES,MO,,,01,,SAINT LOUIS,USA,UNITED STATES,MO,189,ST. LOUIS,63146,01,SAINT LOUIS,,,,,,J,A,NONE,9440,MISCELLANEOUS CRUDE AGRICULTURAL AND FORESTRY PRODUCTS,424510,GRAIN AND FIELD BEAN MERCHANT WHOLESALERS,,"{""country_code"":""USA"",""state_code"":""MO"",""state_fips"":""29"",""congressional_code"":""01"",""population"":""728365""}","{""country_code"":""USA"",""state_code"":""MO"",""state_name"":""Missouri"",""population"":""6137428""}","{""country_code"":""USA"",""state_code"":""MO"",""state_fips"":""29"",""county_code"":""189"",""county_name"":""ST. LOUIS"",""population"":""994205""}","{""country_code"":""USA"",""state_code"":""MO"",""state_fips"":""29"",""congressional_code"":""01"",""population"":""728365""}","{""country_code"":""USA"",""state_code"":""MO"",""state_name"":""Missouri"",""population"":""6137428""}",,,,,
11616000,CONT_AWD_CT08_9700_FA701208D9003_9700,CT08,contract,C,DELIVERY ORDER,CT08,,,1517434.91,MISCELLANEOUS GPC PURCHASES FY08,1517434.91,0.00,0.00,2019-06-13 01:14:51.780732+00,SMALL BUSINESS CONSOLIDATED REPORTING,136721201,c653314b-724d-4988-8d2a-538eb5e9d539,"{""name"":""SMALL BUSINESS CONSOLIDATED REPORTING"",""unique_id"":""136721201"",""hash"":""c653314b-724d-4988-8d2a-538eb5e9d539"",""levels"":""{C}""}",136721201,"{category_business,small_business}",2008-09-30,2008,2019-06-10,2008-09-30,2008-09-30,2008-09-30,,0.00,0.00,1196,1196,Department of Defense,Department of Defense,Department of the Air Force,Department of the Air Force,097,097,5700,5700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Air Force"",""code"":""5700"",""id"":""1173""}",USA,UNITED STATES,VA,013,ARLINGTON,08,22202,ARLINGTON,USA,UNITED STATES,SD,093,MEADE,57706,00,ELLSWORTH AFB,,,,,,J,A,NONE,7510,OFFICE SUPPLIES,423990,OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,"{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""county_code"":""013"",""county_name"":""ARLINGTON"",""population"":""236842""}","{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""08"",""population"":""795467""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}","{""country_code"":""USA"",""state_code"":""SD"",""state_fips"":""46"",""county_code"":""093"",""county_name"":""MEADE"",""population"":""28332""}","{""country_code"":""USA"",""state_code"":""SD"",""state_fips"":""46"",""congressional_code"":""00"",""population"":""882235""}","{""country_code"":""USA"",""state_code"":""SD"",""state_name"":""South Dakota"",""population"":""884659""}",,,,,
8516000,CONT_AWD_8001_9700_HDEC0106G3481_9700,8001,contract,C,DELIVERY ORDER,8001,,,1498588.64,RESALE - FROZEN DINNERS,1498588.64,0.00,0.00,2019-06-10 00:29:04.608298+00,PINNACLE FOODS GROUP LLC,021803742,b655c1ff-6148-3e5b-01f9-192944b30449,"{""name"":""PINNACLE FOODS GROUP LLC"",""unique_id"":""021803742"",""hash"":""b655c1ff-6148-3e5b-01f9-192944b30449"",""levels"":""{C}""}",144630571,"{category_business,other_than_small_business}",2008-01-31,2008,2019-06-07,2007-12-01,2008-01-31,2008-01-31,,0.00,0.00,1222,1222,Department of Defense,Department of Defense,Defense Commissary Agency,Defense Commissary Agency,097,097,97AZ,97AZ,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Defense Commissary Agency"",""code"":""97AZ"",""id"":""1173""}",USA,UNITED STATES,NJ,007,CAMDEN,03,08002,CHERRY HILL,USA,UNITED STATES,NJ,007,CAMDEN,08002,03,CHERRY HILL,,,,,,J,B,NONE,8950,CONDIMENTS AND RELATED PRODUCTS,311941,"MAYONNAISE, DRESSING, AND OTHER PREPARED SAUCE MANUFACTURING","{""country_code"":""USA"",""state_code"":""NJ"",""state_fips"":""34"",""county_code"":""007"",""county_name"":""CAMDEN"",""population"":""506471""}","{""country_code"":""USA"",""state_code"":""NJ"",""state_fips"":""34"",""congressional_code"":""03"",""population"":""742905""}","{""country_code"":""USA"",""state_code"":""NJ"",""state_name"":""New Jersey"",""population"":""8882190""}","{""country_code"":""USA"",""state_code"":""NJ"",""state_fips"":""34"",""county_code"":""007"",""county_name"":""CAMDEN"",""population"":""506471""}","{""country_code"":""USA"",""state_code"":""NJ"",""state_fips"":""34"",""congressional_code"":""03"",""population"":""742905""}","{""country_code"":""USA"",""state_code"":""NJ"",""state_name"":""New Jersey"",""population"":""8882190""}",,,,,
24446500,CONT_AWD_INDD0400160001_1406_INDNBCHD040016_1406,INDD0400160001,contract,C,DO,INDD0400160001,,,1331411.61,BIG CROW,1331411.61,0.00,0.00,2018-02-03 18:54:06.983782+00,MIRATEK CORP,874507528,a4c88fde-c779-f502-e2db-abf3f66f2940,"{""name"":""MIRATEK CORP"",""unique_id"":""874507528"",""hash"":""a4c88fde-c779-f502-e2db-abf3f66f2940"",""levels"":""{C}""}",874507528,"{8a_program_participant,category_business,hispanic_american_owned_business,minority_owned_business,small_business,special_designations}",2008-06-23,2008,2012-06-27,2004-09-29,2006-04-25,2004-09-29,,0.00,0.00,214,1196,Department of the Interior,Department of Defense,Departmental Offices,Department of the Air Force,014,097,1406,5700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Air Force"",""code"":""5700"",""id"":""1173""}",USA,UNITED STATES,TX,,,16,,EL PASO,USA,UNITED STATES,TX,141,EL PASO,79925,16,EL PASO,,,,,,Y,B,,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,517110,WIRED TELECOMMUNICATIONS CARRIERS,,"{""country_code"":""USA"",""state_code"":""TX"",""state_fips"":""48"",""congressional_code"":""16"",""population"":""733764""}","{""country_code"":""USA"",""state_code"":""TX"",""state_name"":""Texas"",""population"":""28995881""}","{""country_code"":""USA"",""state_code"":""TX"",""state_fips"":""48"",""county_code"":""141"",""county_name"":""EL PASO"",""population"":""839238""}","{""country_code"":""USA"",""state_code"":""TX"",""state_fips"":""48"",""congressional_code"":""16"",""population"":""733764""}","{""country_code"":""USA"",""state_code"":""TX"",""state_name"":""Texas"",""population"":""28995881""}",,,,,
38022500,CONT_AWD_W912D105C0015_9700_-NONE-_-NONE-,W912D105C0015,contract,D,DCA,W912D105C0015,,,1078862.00,"200512!551251!2100!W912D1!USA CENTRAL COMMAND - KUWAIT    !W912D105C0015  !A!N! !N!             !P00001!20050813!20050428!552599524!552599524!552599524!N!FUTURE SERVICE FOR GENERAL TRA!AL-SHUWAFAT BUILDING, DOOR!KUWAIT              !KU!*    !00000!   !KU!*                   !*                     !KUWAIT    !+000000491786!N!N!000000000000!5610!MINERAL CONSTRUCTION MATERIALS, BULK              !C9E!ALL OTHER SUPPLIES AND EQUIPMENT    !000 !*                             !324121!A!A!1! ! !D! ! !20200930!B! ! !A! !A!U!J!2!003!A!  !Z!N!Z!B!KU!Y!L!N! ! ! ! ! !A!A!000!A!B!N! ! ! ! !    !      !0001! !",1078862.00,0.00,0.00,2018-02-03 18:54:06.983782+00,FUTURE SERVICES GENERAL TRADI NG & CONTRACTING CO.,552599524,b1c98c54-143c-77cb-18df-f584ebc55f64,"{""name"":""FUTURE SERVICES GENERAL TRADI NG & CONTRACTING CO."",""unique_id"":""552599524"",""hash"":""b1c98c54-143c-77cb-18df-f584ebc55f64"",""levels"":""{C}""}",552599524,"{category_business,other_than_small_business}",2007-11-27,2008,2012-06-28,2005-08-13,2007-11-27,2005-08-13,,0.00,0.00,1188,1188,Department of Defense,Department of Defense,Department of the Army,Department of the Army,097,097,2100,2100,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Army"",""code"":""2100"",""id"":""1173""}",KWT,KUWAIT,,,,,,KUWAIT,KWT,KUWAIT,,,,,,,,,,,,J,A,NONE,5610,"MINERAL CONSTRUCTION MATERIALS, BULK",324121,ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,,,,,,,,,,,
26748000,CONT_AWD_N6247307C7038_9700_-NONE-_-NONE-,N6247307C7038,contract,D,DCA,N6247307C7038,,,1069161.00,"B-50 RESTORATIONS TO RELOCATE PERSONNEL FROM BLDG 223 TO B-50 C3F, NBPL, CA.",1069161.00,0.00,0.00,2020-01-30 18:43:55.478146+00,"ALLEN ENGINEERING CONTRACTOR, INC.",010234685,5e9335bd-a5a1-14cd-e6d5-e12feca4af54,"{""name"":""ALLEN ENGINEERING CONTRACTOR, INC."",""unique_id"":""010234685"",""hash"":""5e9335bd-a5a1-14cd-e6d5-e12feca4af54"",""levels"":""{C}""}",010234685,"{8a_program_participant,black_american_owned_business,category_business,historically_underutilized_business_firm,minority_owned_business,self_certified_small_disadvanted_business,small_business,small_disadvantaged_business,special_designations}",2008-09-09,2008,2008-10-22,2007-09-28,2008-11-17,2007-09-28,,0.00,0.00,1174,1174,Department of Defense,Department of Defense,Department of the Navy,Department of the Navy,097,097,1700,1700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Navy"",""code"":""1700"",""id"":""1173""}",USA,UNITED STATES,CA,,,41,,SAN BERNARDINO,USA,UNITED STATES,CA,073,SAN DIEGO,92152,53,SAN DIEGO,,,,,,J,B,8AN,Z119,MAINT-REP-ALT/OTHER ADMIN BLDGS,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,,"{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""congressional_code"":""41"",""population"":""775626""}","{""country_code"":""USA"",""state_code"":""CA"",""state_name"":""California"",""population"":""39512223""}","{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""county_code"":""073"",""county_name"":""SAN DIEGO"",""population"":""3338330""}","{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""congressional_code"":""53"",""population"":""796701""}","{""country_code"":""USA"",""state_code"":""CA"",""state_name"":""California"",""population"":""39512223""}",,,,,
13457500,CONT_AWD_DOC56PAPT0802020_1344_DOC50PAPT0501005_1344,DOC56PAPT0802020,contract,C,DO,DOC56PAPT0802020,,,812070.00,"CSCS-08-20 - LEGAL INFORMATION FILING AND TRACKING SYSTEM (LIFTS) 1.0 - POP:  MARCH 7, 2008 THROUGH APRIL 13, 2009",812070.00,0.00,0.00,2018-02-03 18:54:06.983782+00,CSRA LLC,135962137,b6a5a2a2-c8e6-f3a3-7ee0-3b64a754f800,"{""name"":""CSRA LLC"",""unique_id"":""135962137"",""hash"":""b6a5a2a2-c8e6-f3a3-7ee0-3b64a754f800"",""levels"":""{C}""}",009581091,"{category_business,other_than_small_business}",2008-04-08,2008,2009-08-22,2008-04-08,2009-06-01,2008-04-08,,0.00,0.00,200,,Department of Commerce,,U.S. Patent and Trademark Office,,013,,1344,,,,USA,UNITED STATES,VA,,,00,,CHANTILLY,USA,UNITED STATES,VA,510,ALEXANDRIA (CITY),22313,08,ALEXANDRIA,,,,,,V,CDO,NONE,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,,"{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""00"",""population"":""""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}","{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""county_code"":""510"",""county_name"":""ALEXANDRIA (CITY)"",""population"":""159428""}","{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""08"",""population"":""795467""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}",,,,,
15071500,CONT_AWD_FA871805C0026_9700_-NONE-_-NONE-,FA871805C0026,contract,D,DCA,FA871805C0026,,,746143.00,200510!000074!5700!FA8718!ESC/PKR                         !FA871805C0026  !A!N! !N!             !      !20050210!20050211!151471349!151471349!151471349!N!NORTHWEST RESEARCH ASSOCIATES !14508 NE 20TH ST          !BELLEVUE            !WA!98007!05210!033!53!BELLEVUE            !KING                  !WASHINGTON!+000000375000!N!N!000000746143!AC61!RDTE/ELECTRONICS & COMMUNICATION EQ-BASIC RESEARCH!S1 !SERVICES                            !000 !*                             !541710!E! !3! ! ! ! ! !20200930!B! ! !A! !A!N!U!2!002!K!  !Z!Y!Z! !  !N!A!N!N!Z! ! ! !B!A!000!C!B!N! ! ! ! !    !      !0001! !,746143.00,0.00,0.00,2020-03-19 00:28:51.093665+00,"NORTHWEST RESEARCH ASSOCIATES, INC.",151471349,5f7a17d0-e59e-705a-5d5d-5493e2ebc1f4,"{""name"":""NORTHWEST RESEARCH ASSOCIATES, INC."",""unique_id"":""151471349"",""hash"":""5f7a17d0-e59e-705a-5d5d-5493e2ebc1f4"",""levels"":""{C,R}""}",151471349,"{category_business,self_certified_small_disadvanted_business,small_business,small_disadvantaged_business,special_designations}",2007-10-09,2008,2007-12-03,2005-02-10,2007-11-08,2005-02-10,,0.00,0.00,1196,1196,Department of Defense,Department of Defense,Department of the Air Force,Department of the Air Force,097,097,5700,5700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Air Force"",""code"":""5700"",""id"":""1173""}",USA,UNITED STATES,WA,,,08,,BELLEVUE,USA,UNITED STATES,WA,033,KING,98007,08,BELLEVUE,,,,,,NO,D,SBA,AC61,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",,"{""country_code"":""USA"",""state_code"":""WA"",""state_fips"":""53"",""congressional_code"":""08"",""population"":""754721""}","{""country_code"":""USA"",""state_code"":""WA"",""state_name"":""Washington"",""population"":""7614893""}","{""country_code"":""USA"",""state_code"":""WA"",""state_fips"":""53"",""county_code"":""033"",""county_name"":""KING"",""population"":""2252782""}","{""country_code"":""USA"",""state_code"":""WA"",""state_fips"":""53"",""congressional_code"":""08"",""population"":""754721""}","{""country_code"":""USA"",""state_code"":""WA"",""state_name"":""Washington"",""population"":""7614893""}",,,,,
835500,CONT_AWD_0009_9700_FA890304D8721_9700,0009,contract,C,DELIVERY ORDER,0009,,,730553.00,TAS::57 3400::TAS 200511!000275!5700!FA8903!HSW/PKV                         !FA890304D8721  !A!N! !N!0009         !      !20041109!20051114!148040736!148040736!148040736!N!CAPE ENVIRONMENTAL MANAGEMENT !2302 PARKLAKE DR NE # 200 !ATLANTA             !GA!30345!01450!033!24!ANDREWS AFB         !PRINCE GEORGE S       !MARYLAND  !+000000730553!N!N!000000000000!B510!ENVIRONMENTAL STUDIES&ASSESSMENTS               !C2 !CONSTRUCTION                        !000 !*                             !562910!E! !3!B!M! !A!A!20090331!B! ! !A! !A!Y!J!2!026!K!  !C!N!Z! !  !N!A!N!N!D! ! ! !B!A!000!A!B!N! ! ! ! !    !      !0001! !,730553.00,0.00,0.00,2020-03-19 00:28:51.093665+00,CAPE ENVIRONMENTAL MANAGEMENT INC.,148040736,f9afc6ce-89d6-1e91-0e72-a65b63d7cacf,"{""name"":""CAPE ENVIRONMENTAL MANAGEMENT INC."",""unique_id"":""148040736"",""hash"":""f9afc6ce-89d6-1e91-0e72-a65b63d7cacf"",""levels"":""{C,R}""}",148040736,"{category_business,hispanic_american_owned_business,minority_owned_business,self_certified_small_disadvanted_business,small_business,small_disadvantaged_business,special_designations}",2008-02-08,2008,2020-03-17,2004-11-09,2008-03-31,2004-11-09,,0.00,0.00,1196,1196,Department of Defense,Department of Defense,Department of the Air Force,Department of the Air Force,097,097,5700,5700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Air Force"",""code"":""5700"",""id"":""1173""}",USA,UNITED STATES,GA,089,DEKALB,04,30345,ATLANTA,USA,UNITED STATES,MD,033,PRINCE GEORGE'S,20762,04,ANDREWS AFB,,,,,,J,D,,B510,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,562910,REMEDIATION SERVICES,"{""country_code"":""USA"",""state_code"":""GA"",""state_fips"":""13"",""county_code"":""089"",""county_name"":""DEKALB"",""population"":""759297""}","{""country_code"":""USA"",""state_code"":""GA"",""state_fips"":""13"",""congressional_code"":""04"",""population"":""785104""}","{""country_code"":""USA"",""state_code"":""GA"",""state_name"":""Georgia"",""population"":""10617423""}","{""country_code"":""USA"",""state_code"":""MD"",""state_fips"":""24"",""county_code"":""033"",""county_name"":""PRINCE GEORGE'S"",""population"":""909327""}","{""country_code"":""USA"",""state_code"":""MD"",""state_fips"":""24"",""congressional_code"":""04"",""population"":""760398""}","{""country_code"":""USA"",""state_code"":""MD"",""state_name"":""Maryland"",""population"":""6045680""}",,,,,
37608000,CONT_AWD_W911NF06C0015_9700_-NONE-_-NONE-,W911NF06C0015,contract,D,DCA,W911NF06C0015,,,729688.00,,729688.00,0.00,0.00,2018-02-03 18:54:06.983782+00,"SVT ASSOCIATES, INCORPORATED",876868647,aeda2043-54c1-f122-5c4e-449d8291ee7a,"{""name"":""SVT ASSOCIATES, INCORPORATED"",""unique_id"":""876868647"",""hash"":""aeda2043-54c1-f122-5c4e-449d8291ee7a"",""levels"":""{C,R}""}",876868647,"{category_business,small_business}",2007-11-05,2008,2008-02-13,2005-11-12,2008-02-06,2005-11-12,,0.00,0.00,1188,1188,Department of Defense,Department of Defense,Department of the Army,Department of the Army,097,097,2100,2100,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Army"",""code"":""2100"",""id"":""1173""}",USA,UNITED STATES,MN,,,03,,EDEN PRAIRIE,USA,UNITED STATES,MN,053,HENNEPIN,55344,03,EDEN PRAIRIE,,,,,,U,D,SBA,AZ11,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",,"{""country_code"":""USA"",""state_code"":""MN"",""state_fips"":""27"",""congressional_code"":""03"",""population"":""723994""}","{""country_code"":""USA"",""state_code"":""MN"",""state_name"":""Minnesota"",""population"":""5639632""}","{""country_code"":""USA"",""state_code"":""MN"",""state_fips"":""27"",""county_code"":""053"",""county_name"":""HENNEPIN"",""population"":""1265843""}","{""country_code"":""USA"",""state_code"":""MN"",""state_fips"":""27"",""congressional_code"":""03"",""population"":""723994""}","{""country_code"":""USA"",""state_code"":""MN"",""state_name"":""Minnesota"",""population"":""5639632""}",,,,,
